src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
stüßen	stüßten	stüßten	stüßtenQßen	stüßtenS	stüßtenM	stüßtenQßt	3.0356905460357666
verziegen	verzogen	verzogen	verziegten	verzögen	verzagen	verzogenMen	4.84113883972168
brurstern	brursterten	brursterten	brurstearten	bkrursterten	brurstertenß	brurstertenQ	5.009233474731445
degeen	degten	degten	degtenden	degieten	degtenQen	degaten	2.63427996635437
stetzen<UNK>ein	stetzengeiten	stetzengeiten	stetzenseiten	stetzengezeiten	stetzenzeiten	stetzenniten	6.510590076446533
ersponieren	ersponierten	ersponierten	ersponiertenß	ersponiertenS	ersponiertenv	ersponiertenÜ	5.732535362243652
exomplikieren	exomplikierten	exomplikierten	exomplikiertenß	Kexomplikierten	exomplikiertenS	exomplikiertenI	6.50736665725708
bekröffen	bekröfften	bekröfften	bekröfftenQröften	bekröfftenQröfen	bekrofften	bekröfftenK	4.2636542320251465
vertrecken	vertreckten	vertreckten	vertrecketen	vertrkeckten	vertrecktenß	vertrecktenv	4.957348346710205
verkrecken	verkreckten	verkreckten	verkrecketen	verkreckaten	verkrecktenß	verkrecktenv	5.260942459106445
bekilgen	bekilgten	bekilgten	bekilgtenEn	bekilgtenQi	bekilgtenI	bekilgtenÖ	4.110176086425781
besopben	besopbten	besopbten	besopbtenK	besopbtenS	besopbtenÖ	besopbtenQ	4.107785224914551
verklaten	verklateten	verklateten	veklateten	verklatetenEn	verklatteten	verklatetenv	5.211014270782471
kunsen	kunsten	kunsten	kunstenS	kunstenQ	kunstenM	kunstenv	3.630707263946533
grutchen	grutchten	grutchten	grutchtenEn	grutchtenQt	grutächten	grutchtenM	3.5806024074554443
suchtigen	suchtigten	suchtigten	suchtiügten	sucChtigten	suchtigtenS	suchtigtenÖ	4.653388977050781
suttallisieren	suttallisierten	suttallisierten	suttallisiertenß	suttallisiertenI	suttallisiertenS	suttallisiertenÜ	6.594470024108887
kreinern	kreinerten	kreinerten	kreinertenEn	kreinertenQi	Ekreinerten	Pkreinerten	4.518273830413818
degen<UNK>um	degenäumten	degenäumten	degengumten	degenaumten	degenäumen	degenmumten	6.038605690002441
prienstollen	prienstollten	prienstollten	pkrienstollten	prienstolltenß	prienstolltenS	prienstolltenÜ	5.417675495147705
bustrunden	bustrundeten	bustrundeten	bustrundetenQn	bustrundetenS	bustrundetenI	bustrundeteUn	4.795251846313477
protern	proterten	proterten	pkroterten	protertenS	protWerten	protertenÖ	4.580151557922363
entschlaften	entschlafteten	entschlafteten	entschlieften	entschliefen	entschlaftetenS	entschluften	5.893100261688232
klinsen	klansen	klansen	klinsten	klensten	klonsten	klänsen	3.5362532138824463
stlapen	stlapten	stlapten	stlaptenÖ	stlaptenI	stlaptenS	stlaptenL	3.148724317550659
spürzen	spürzten	spürzten	spürztenS	spürztenÖ	spürztenM	spürztenI	3.353177785873413
darbotieren	darbotierten	darbotierten	darbotiertenß	daarbotierten	darbotiertenS	darbotiertenv	4.914578437805176
spuschen	spuschten	spuschten	spuschtenQs	spuscLeten	spuschtenS	spuschtenÖ	4.15686559677124
bewünsten	bewünsteten	bewünsteten	bewünstetenQün	bewünstteten	bewünständen	bewünstetenS	4.571735858917236
sagen<UNK>aus	sagengausten	sagengausten	sagenaausten	sageneausten	sagenäuserten	sagenoausten	5.331088066101074
versprechsen	versprachsen	versprachsen	versprochsen	versprechsten	versprachst	versprächsen	5.340192794799805
ernungen	ernungten	ernungten	ernungtenQungen	ernungtenÖ	ernungtenI	ernungtenQn	4.483673095703125
vermauen	vermauten	vermauten	vermautenS	vermautenI	vermautenÖ	vermautenv	3.864866018295288
bohrleife	bohrleiften	bohrleiften	bohrliffen	bohrleiftenQlen	bohrlReiften	bohrleiftenS	5.076550006866455
besitigen	besitigten	besitigten	besitigtenQi	besitideten	besitiügten	besitigtenI	4.537887096405029
brächsseln<UNK>her	brächsselnierten	brächsselnierten	brächsselnieherten	brächsselniherten	brächsselnoherten	brächsselnserten	9.564881324768066
detetten	detetteten	detetteten	detettetenden	detettetenQten	dettetteten	detettetenM	4.352639675140381
vertrachen	vertruchen	vertruchen	vertrachten	vertriechen	vertrüchen	vertrachtenUven	4.9984612464904785
kabilisieren	kabilisierten	kabilisierten	Ekabilisierten	kabilisiertenß	kabilisiertenk	kabilisiertenS	6.010800838470459
remonieren	remonierten	remonierten	kremonierten	remonieDrten	remoniertenS	remoniertenß	4.883116722106934
rintern	rinterten	rinterten	rintertenQten	rintertenS	rintertenI	rintertenÖ	4.09921407699585
klützeln	klützelten	klützelten	Gklützelten	Eklützelten	Pklützelten	klützeltenÖ	4.575087070465088
verstern	versterten	versterten	verstertenQs	verstertenß	verstertenv	verstertenÖ	4.3227219581604
erfiffern	erfifferten	erfifferten	erfiffertenßen	erfiffertenEn	ekrfifferten	erfiffertenS	4.390556812286377
deplizieren	deplizierten	deplizierten	depliziertenß	depliziertenS	depliziertenI	depliziertenden	5.2997541427612305
kosteln	kostelten	kostelten	kostGelten	Ekostelten	kosteltenS	kosteltenk	3.7841310501098633
konnerinieren	konnerinierten	konnerinierten	konnerinnierten	konneriniertenß	konneriniertenÜ	konneriniertenv	5.692432880401611
belüten	belüteten	belüteten	belütetenQüten	belütetenÖt	belütteten	belütetenH	4.021130561828613
vertumpfen	vertumpften	vertumpften	vertumpftenQumpfen	vertumpftenUven	vertumpftenQumpften	vertumpftenQumpftumpfen	4.573747158050537
schweuden	schweudeten	schweudeten	schweudetenEn	schweudetenQw	schweudetenH	schweudetenS	4.422818183898926
rodieren	rodierten	rodierten	rodiertenEn	rodiKerten	rodiertenS	rodiertenI	4.3978352546691895
darbautieren	darbautierten	darbautierten	darbautießerten	darbautiertenda	darbautiertenß	darbautiertenS	5.795632362365723
schwürfern	schwürferten	schwürferten	schwürfertenß	schwürfertenS	schwürfertenJ	schwürfertenÖ	5.730522632598877
grinnen	grinnten	grinnten	grannen	grinntenQn	grinntenSn	grinntenI	3.8513028621673584
vermachstrießen	vermachstrießten	vermachstrießten	vermachstrießtenS	vermachstrießtenÜ	vermachstrießtend	verwachstrießten	6.870635986328125
beschlachen	beschluchen	beschluchen	beschlachten	beschlüchen	beschluchenS	beschluchenK	5.3453898429870605
britken	britkten	britkten	bkritkten	britMkten	britktenS	britktenÖ	3.8405263423919678
verbehlen	verbehlten	verbehlten	verbahlen	verbiehlen	verbingen	verbohlen	5.024806976318359
stäulen	stäulten	stäulten	stäultenI	stäultenS	stäultenÖ	stäultenq	3.748790740966797
ernarkeln	ernarkelten	ernarkelten	ernarkeltenß	ernarkeltenI	ernarkeltenÖ	ernarkeltenS	4.327899932861328
kommorinieren	kommorinierten	kommorinierten	kommoriniertenß	kommoriniertenS	kommoriniertenÜ	kommoriniertenI	5.350236415863037
besonsen	besonsten	besonsten	besansten	besonstenQn	besonstenS	besonstenK	4.142337322235107
erschlissen	erschlissten	erschlissten	erschlossen	erschlisstenon	erschlisstenS	erschlessten	5.2296576499938965
erschwintern	erschwinterten	erschwinterten	erschwintertenS	erschwintertenß	erschwintertenÜ	erschwintertenI	6.037430286407471
bleckeln	bleckelten	bleckelten	bleckeltenEn	bleckeltenS	bleckeltenß	bleckeltenH	4.511611461639404
bautsern	bautserten	bautserten	bautsertenQt	bautseIrten	bautsertenS	bautsertenÖ	4.266193389892578
erwängern	erwängerten	erwängerten	erwängertenEn	erwängertenS	erwängertenß	erwängertenI	4.977904319763184
kepsen	kepsten	kepsten	kepstenQst	kpepsten	Mkepsten	kepstenS	3.795844316482544
gewückeln	gewückelten	gewückelten	gewückeltenEn	gewückeltenÜn	gewückeltenß	gewückeltenS	4.719288349151611
verzüchen	verzüchten	verzüchten	verzüchtenv	verzüchtenM	verzüchtenS	verzüchtenQ	4.084640026092529
erfleigen	erfliegen	erfliegen	erfleigten	erflitten	erfliegenßen	erfliegenMen	4.441928386688232
bebannen	bebannten	bebannten	bebanntenQan	bebachneten	bebanchten	bebanntenK	3.944197416305542
pfleisen	pfliesen	pfliesen	pfleisten	pfleistenQen	pflRisten	pfliesenQen	4.903690338134766
bestlöffen	bestlöfften	bestlöfften	bestlofften	bestlöfftenQn	bestlöfftenUb	bestlöfeten	4.8385090827941895
blessen<UNK>auf	blessennauften	blessennauften	blessenzauften	blessen-auften	blesseniauften	blessengauften	9.007521629333496
gondren<UNK>ein	gondrengeiten	gondrengeiten	gondrenzeiten	gondrenieiten	gondrenneiten	gondrenniten	7.172544002532959
verstiffen	verstifften	verstifften	verstifftenUven	verstifftenv	verstifftenß	verstifftenQn	4.668056964874268
knetzen<UNK>ein	knetzengeiten	knetzengeiten	knetzenseiten	knetzenieiten	knetzengezeiten	knetzenzeiten	7.334869384765625
kommeln	kommelten	kommelten	Ekommelten	kommGelten	kommeltenS	kommeltenI	3.6861047744750977
stardeten	stardeteten	stardeteten	stardetteten	stardaten	stardetetenS	stardetetenH	4.719380855560303
korlasilisieren	korlasilisierten	korlasilisierten	Gkorlasilisierten	korlasilisiertenS	korlasilisiertenI	korlasilisiertenß	6.547143459320068
komanidieren	komanidierten	komanidierten	komanidiertenk	komanidiertenß	komanidiertenS	komanidiertenv	5.79958438873291
kelben	kelbten	kelbten	kelbtenden	Mkelbten	kelbtenS	kelbtenk	3.120623826980591
pfürmen	pfürmten	pfürmten	pfürmtenQürmen	pfükrmten	pfürèmten	pfürmtenI	3.1033782958984375
gewärten	gewärteten	gewärteten	gewärtetenQärten	gewärtetenQrten	gewärtetenS	gewärtetenärten	4.832744598388672
flübern	flüberten	flüberten	flübertenQben	flübertenS	flübertenT	flübertenI	3.9101696014404297
babeln	babelten	babelten	babRelten	babeltenS	babBelten	babLelten	3.653081178665161
erspotten	erspotteten	erspotteten	erspottetenQ	erspottetenH	erspottetenS	erspottoten	4.561103343963623
knotronieren	knotronierten	knotronierten	Gknotronierten	Eknotronierten	Pknotronierten	knotroniertenß	5.540363311767578
erschleiden	erschlitten	erschlitten	erschlieden	erschlittenden	erschleideten	erschlittenßen	4.9319915771484375
krepsen	krepsten	krepsten	krepstenQps	krepstenQpst	Mkrepsten	krepstenS	3.4934933185577393
belöffen	belöfften	belöfften	belofften	belöfftenQffen	belöfftenÖft	belöfftenQfften	4.180525302886963
dehompren	dehomprten	dehomprten	dehompraten	dehompreten	dehomproten	dehomprèten	5.140352725982666
verspreinen	verspreinten	verspreinten	versprienen	versprainen	versprainden	versprinnen	5.427091598510742
entlagen	entlugen	entlugen	entlugenden	entlugenÖen	entlugenMen	entlagten	3.3439977169036865
punden	pundeten	pundeten	pundetenQen	pundetenS	pundetenI	pundetenÖ	3.4953038692474365
beweifen	bewiffen	bewiffen	bewaifen	beweiften	bewiffenden	bewiffenÖen	3.4313712120056152
krapfeln	krapfelten	krapfelten	krapfGelten	Pkrapfelten	Ekrapfelten	krapfeltenM	4.08331823348999
plädeten	plädeteten	plädeteten	plädetetenQden	plädeteteden	plädetetenS	plädetetenI	4.435868263244629
fiserungen	fiserungten	fiserungten	fiserungtenUn	fiserungtenSn	fiserungtenIn	ffiserungten	4.769467830657959
erstringen	erstrangen	erstrangen	erstrangenden	erstrangenMen	erstrachen	erstrangecen	4.101949691772461
begräben	begräbten	begräbten	begräbtenQräbten	begräbtenÖbt	bgegräbten	begräbtenS	4.094520092010498
destähen	destähten	destähten	destähtend	destähtenQn	destähtenS	destähtenÖ	3.90669846534729
prorieren	prorierten	prorierten	proriertenEn	pkrorierten	proriertenS	proriertenÖ	4.567561626434326
versäufern	versäuferten	versäuferten	versäufertenß	versäufertenI	versäufertenÖ	versäufertenv	5.587934970855713
grenken	grenkten	grenkten	grankten	grenktenEn	Egrenkten	grenktenSn	3.643301010131836
seiben	seibten	seibten	seibtenden	seibtenS	seibtenÖ	seibtenQ	3.20463490486145
ersäffen	ersäfften	ersäfften	ersäfftenQfften	ersäfftenI	ersäfftenM	ersäfftenS	3.8201723098754883
ehren<UNK>aus	ehrengausten	ehrengausten	ehrenaausten	ehreneausten	ehren-austen	ehrenvausten	6.969788551330566
knuttern	knutterten	knutterten	knuttertenQten	Gknutterten	Eknutterten	Pknutterten	4.296457767486572
knuszen	knuszten	knuszten	knusztenQs	Mknuszten	Gknuszten	knusztenS	3.6405410766601562
verleißen	verlissen	verlissen	verließen	verlissenven	verlissenQließen	verlissenQlen	4.086559295654297
bunsten	bunsteten	bunsteten	bunstetenQs	bunstetenK	bunstetenS	bunstetenÖ	4.176080703735352
verleifen	verliffen	verliffen	verleiften	verliefen	verliffenMen	verlifften	3.9119162559509277
streisten	streisteten	streisteten	streistetenQen	streBisteten	streistetenMsten	streistetenS	4.736398696899414
verkartanzen	verkartanzten	verkartanzten	vekartanzten	verkaartanzten	verkartanztenv	verkartanztenS	5.60981559753418
krerken	krerkten	krerkten	Mkrerkten	krerktenS	krerktenk	krerktenÖ	3.4273524284362793
depinieren	depinierten	depinierten	depiniertenden	depàinierten	depiniertenß	depiniertenS	4.891821384429932
ragen<UNK>wort	rageneworteten	rageneworteten	ragengworteten	rageneworteter	ragengworteter	ragenaworteten	7.401537895202637
verbandern	verbanderten	verbanderten	verbandertenEn	verbandertenÜn	verbanrderten	verbandertenß	5.340924263000488
schluttern	schlutterten	schlutterten	schluttertenEn	schluttertenß	schluttertenS	schluttertenÖ	5.26064395904541
erstalltern	erstallterten	erstallterten	erstalltterten	erstalltertenß	erstalltertenS	erstalltertenI	5.4292473793029785
desplachen	desplachten	desplachten	despluchen	desplachtenden	desplachtenS	desplachtenQ	4.997453212738037
brösen<UNK>aus	brösengausten	brösengausten	brösensausten	bröseneausten	brösen-austen	brösenausten	7.2193989753723145
versteiten	versteiteten	versteiteten	versteitetenQt	versteziteten	verstitten	versteitetenß	4.953564643859863
ermalschen	ermalschten	ermalschten	ermalschtenQls	ermalschneten	ermalschtenUn	ermalscChten	5.174344062805176
verweifen	verwiffen	verwiffen	verweiften	verwiefen	verwiffenden	verwifften	4.035118103027344
grissen	grissten	grissten	grisstenQst	grisstenS	grisstenI	grisstenM	3.6174123287200928
seidern	seiderten	seiderten	seidertenden	seidertenS	seidertenI	seidertenÖ	4.2038469314575195
grapieren	grapierten	grapierten	grapiertenEn	gkrapierten	Agrapierten	grapiertenS	4.26051139831543
geheinen	geheinten	geheinten	geheintenÖ	geheintenv	geheintenÜ	geheintenS	4.045167446136475
ergräuen	ergräuten	ergräuten	ergräutenéen	ergräutenS	ergräutenI	ergräutenÖ	3.7452688217163086
versprucken	verspruckten	verspruckten	versprucktenß	versprucktenv	versprucktenÜ	versprucktenS	5.000473976135254
entflauen	entflauten	entflauten	entflautenQflauen	entflautenQflauten	Kentflauten	entflautenS	4.316179275512695
pitachisieren	pitachisierten	pitachisierten	pitachisiertenß	pitachisiertenS	pitachisiertenI	pitachisiertenÜ	5.878659248352051
getifulieren	getifulierten	getifulierten	getifulierteng	getifuliertenß	getifuliertenS	getifuliertenÜ	5.610471725463867
verschlohlen	verschlohlten	verschlohlten	verschlohltenß	verschlohltenv	verschlohltenÜ	verschlohltenS	6.050749778747559
errassen	errießen	errießen	errassten	errässten	errießenMen	errÜssten	3.7623705863952637
verschrempen	verschrempten	verschrempten	verschrimpen	verschremptenS	verschremptenJ	verschremptenv	5.990285396575928
behellen	behellten	behellten	behelltenQen	behelltenI	behelltenP	behelltenS	3.979557752609253
schlellnen	schlellnten	schlellnten	schlollnten	schlellntenUn	schlellntenß	schlellntenS	4.436919212341309
flüben	flübten	flübten	flübtenden	flübtenQ	flübtenT	flübtenS	2.723951816558838
gräumiguieren	gräumiguierten	gräumiguierten	Agräumiguierten	gräumiguzierten	gräumiguiertenß	gräumiguiertenI	5.566658020019531
erleuchen	erleuchten	erleuchten	erleuchtenQen	erleuchtenQuchen	erleuchtenEn	erleuchtenS	4.4855756759643555
feuen	feuten	feuten	feutenS	feutenI	feutenO	feutenK	2.855573892593384
korphomolieren	korphomolierten	korphomolierten	korphomoliertenß	korphomoliertenS	korphomoliertenI	korphomoliertenÜ	6.85050630569458
kremben	krembten	krembten	krembtenQmbten	krembtenK	krembtenL	krembtenS	3.425924062728882
prekten	prekteten	prekteten	prakten	prikten	prektetenQkten	prakteten	4.648714065551758
brechsern	brechserten	brechserten	brechsertenQn	brecMhserten	brechsekrten	brechsertenß	5.148775100708008
käueln	käuelten	käuelten	käulelten	käueltenS	Gkäuelten	käueltenk	3.8682451248168945
beleisten	beleisteten	beleisteten	beleistetenQen	beleistteten	beleistdeten	beleistetenS	4.813198566436768
kondentieren	kondentierten	kondentierten	kondentiertenk	kondentiertenß	kondentnierten	kondentiertenS	6.026597499847412
korlogorieren	korlogorierten	korlogorierten	korloogorierten	Gkorlogorierten	korlogoriertenß	korlogoriertenS	5.991821765899658
fundutieren	fundutierten	fundutierten	fundutießerten	fundutiertenß	fundutiertenS	fundutiertenI	5.147965908050537
vertrünzen	vertrünzten	vertrünzten	vertrünztenQn	vertrünztenv	vertrünztenß	vertrünztenS	4.6589765548706055
verflafigungieren	verflafigungierten	verflafigungierten	verflaffigungierten	verflafigungiertenN	verflafigungiertenv	verflafigungiertenS	7.015434265136719
verschröten	verschröteten	verschröteten	verschrötteten	verschrötetenß	verschrötetenS	verschrötetenÜ	5.441646575927734
greinigen	greinigten	greinigten	grinigen	greinigtenQn	greinigtenI	greinigtenÖ	4.286537170410156
entkließen	entklossen	entklossen	entklosen	entklossenön	entklossecen	entklossenM	4.102941513061523
defrieren	defroren	defroren	defrierten	defrorenden	defrornen	defrorenM	3.507402181625366
ränden	rändeten	rändeten	rändetenQen	rändetenän	ränrteten	rändetenI	3.571284294128418
bochtern	bochterten	bochterten	bochtertenEn	bochtertenQn	bochtertenS	bochtertenß	4.512231349945068
verweißen	verweißten	verweißten	verwissen	verwießen	verweißtenQw	verwàissen	5.360509872436523
prestten	prastten	prastten	prestteten	prostten	prasttenMen	prasttnen	3.617513418197632
spitieren	spitierten	spitierten	spditierten	spitvierten	spitiertenS	spitiertenß	4.374887943267822
krehren	krehrten	krehrten	krehrtenQhren	kreehrten	krehrtenS	krehrtenM	3.5084028244018555
vermeiten	vermeiteten	vermeiteten	vermeitetenQm	vermeitetenEn	vermeitteten	vermeitetenv	4.797242641448975
plötten	plötteten	plötteten	plöttetenQten	plöttetenÖt	plöttetenS	plöttetenM	3.7961652278900146
sompen	sompten	sompten	somptenI	somptenS	somptenÖ	somptenL	2.63735294342041
stabeln	stabelten	stabelten	stabeltenS	stabRelten	stabeltenß	stabeltenÖ	3.9976086616516113
stähnen	stähnten	stähnten	stähntenS	stähntenI	stähntenÖ	stähntenä	3.121948719024658
versillern	versillerten	versillerten	versillertenEven	versillterten	versillertenß	versillertenv	5.114527702331543
verwürfern	verwürferten	verwürferten	verwürfertenEn	verwürfertenß	verwürfertenv	verwürfertenJ	5.418073654174805
ergenen	erganten	erganten	ergachten	ergenten	ergantenSn	ergantenI	3.6570756435394287
brießen	brossen	brossen	brießten	brössen	brossenQs	brassen	3.325038194656372
vertracken	vertrackten	vertrackten	vertracktenß	vertracktenv	vertracktenS	vertracktenI	5.226329803466797
verspussen	verspussten	verspussten	verspusstenv	verspusstenK	verspusstenQ	vekspussten	4.875093460083008
entwahnen	entwahnten	entwahnten	entwahntenQwahn	entwafneten	entwaéhnten	entwahntenÖ	4.146617889404297
bereichten	bereichteten	bereichteten	bereichtetenS	bereichtetenQ	bereichtetenß	bereichtetenH	5.656580448150635
bestäuen	bestäuten	bestäuten	bestäutenéen	bestäutenS	bestäutenI	bestäutenÖ	3.7040352821350098
pockieren	pockierten	pockierten	pockiertenEn	pockiertenÖi	pockiertenS	pockiertenß	4.309718132019043
erminitigen	erminitigten	erminitigten	erminitiogten	erminitideten	erminitigtenß	erminitigtenÜ	5.374175548553467
examieren	examierten	examierten	examieIrten	examiertenS	examiertenß	examiertenM	4.888099670410156
pfrahnen	pfrahnten	pfrahnten	pfrahntenÖh	pfrafneten	pfrnahnten	pfraéhnten	3.825059175491333
verkluckern	verkluckerten	verkluckerten	verkluckertenß	verkluckertenv	verkluckertenI	verkluckertenS	5.517173767089844
plechern	plecherten	plecherten	plechertenEn	plechertenß	plechertenS	plechertenÖ	4.578786849975586
kankieren	kankierten	kankierten	Gkankierten	Pkankierten	kankiertenS	kankiertenß	4.60421895980835
berandern	beranderten	beranderten	berandertenEn	berandertenQn	berandertenß	berandertenS	4.831207752227783
schläckeln	schläckelten	schläckelten	schläckeltenß	schläckeltenS	schläckeltenÖ	schläckelteUn	4.901242733001709
verblahen	verblahten	verblahten	verblahtenQn	verblahtenS	verblahtenÖ	verblahtenv	4.6944169998168945
pautschieren	pautschierten	pautschierten	pautscChierten	pautscvhierten	pautschiertenß	pautschiertenS	5.711259365081787
sangen<UNK>aus	sangengausten	sangengausten	sangeneausten	sangenausten	sangen-austen	sangengaustenS	5.691733360290527
frünsteln	frünstelten	frünstelten	frünsteltenSn	fkrünstelten	frünstGelten	frünstYelten	4.741579532623291
gimmen	gimmten	gimmten	gimmtenOn	gimmtenI	gimmtenG	gimmtenS	3.080674409866333
bekreißen	bekreißten	bekreißten	bekrissen	bekreißtenQren	bekreißtenS	bekreißtenv	4.3186845779418945
