src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
bestingen	bestingest	bestingest	bestingestLst	bestingestd	bestingestP	bestingestQ	4.67392110824585
sarsselen	sarsselest	sarsselest	sarsselestIst	sarsselestLst	sarssGelest	sarsselestd	4.5620598793029785
verzwürfen	verzwürfest	verzwürfest	verzwürfestQwürfest	verzwürfestLst	verzwüärfest	verzwürfestd	4.659430980682373
serleln	serlelest	serlelest	serlelestIst	serlelestLst	serlelestd	serlelestP	4.406607627868652
fluedigen	fluedigest	fluedigest	fluedigestIst	fluedigestLst	fluedigestft	fluedigestd	4.208232402801514
erwangen	erwangest	erwangest	erwangestLst	erwangestIst	erwangestd	erwangestP	4.06509256362915
verblüssen	verblüssest	verblüssest	verblüssestIst	verblüssestLst	verblüssestd	verblüssestP	4.821440696716309
expärten	expärtest	expärtest	expärtestIst	expärtestQä	hxpärtest	Bexpärtest	3.699026107788086
gestuchen	gestuchest	gestuchest	gestuchestLst	gestuchesLst	gestuchestd	gestuchestg	3.9549312591552734
erwastern	erwasterest	erwasterest	erwasterestIst	erwasterestPst	erwasterestd	erwasterestQ	4.736633777618408
schiffeln	schiffelest	schiffelest	schiffelestIst	schiffelestPst	schiffelestd	schiffelestÖ	5.338293552398682
breißen	breißest	breißest	breißestLst	breißestIst	breißesAst	breißestd	3.4010627269744873
stindern	stinderest	stinderest	stinderestIst	stinderestd	stinderestP	stinderestQn	4.843649864196777
raufteln	rauftelest	rauftelest	rauftelestIst	rauftelestQft	rauftelestd	rauftelestP	4.377087593078613
bewacken	bewackest	bewackest	bewackestLst	bewackestIst	bwewackest	bewackestd	3.9184398651123047
stüßen	stüßest	stüßest	stüßestLst	stüßestIst	stüßestQt	stüßestd	2.822134494781494
verziegen	verziegest	verziegest	verziegestIst	verziegestLst	verzieEgest	verziegestd	4.113735675811768
brurstern	brursterest	brursterest	brursterestIst	brursterestPst	brurstekrest	brursterestQ	4.753786563873291
degeen	degest	degest	degestLst	degestIst	degeest	degestQest	3.075256586074829
stetzen<UNK>ein	stetzenneiest	stetzengeiest	stetzenneiest	stetzenseiest	stetzenniest	stetzenieiest	8.851407051086426
ersponieren	ersponierest	ersponierest	ersponierestIst	ersponierestLst	ersponierestd	ersponierestP	5.261299133300781
exomplikieren	exomplikierest	exomplikierest	exomplikierestIst	exomplikierestQt	exomplikierestd	exomplikierestLi	5.917945384979248
bekröffen	bekröffest	bekröffest	bekröffestLst	bkekröffest	bekröffestd	bekröffzest	4.344350814819336
vertrecken	vertreckest	vertreckest	vertreckestLst	vertreckestd	vertreckestP	vertreckestQ	4.795716285705566
verkrecken	verkreckest	verkreckest	verkreckestLest	verkreckestd	verkreckestP	verkreckestQ	4.998828887939453
bekilgen	bekilgest	bekilgest	bekilgestLst	bekilgestIst	bekilgestd	bekilgestP	3.9540767669677734
besopben	besopbest	besopbest	besopbestLst	besopbestIst	besopbesAst	besopbestd	4.00504207611084
verklaten	verklatest	verklatest	veklatest	verklatestIst	verklatestLst	verklatrest	4.6635332107543945
kunsen	kunsest	kunsest	kunsestLst	kunsestd	kunsestk	kunsestQ	2.9137203693389893
grutchen	grutchest	grutchest	grutchestLst	grutchestd	grutchestg	grutchestP	4.3242573738098145
suchtigen	suchtigest	suchtigest	suchtigestLst	suchtigestÖst	suchtigestd	suchtigestP	4.839631080627441
suttallisieren	suttallisierest	suttallisierest	suttallisierestIst	suttallisierestQt	suttallfisierest	suttallisierestd	6.323125839233398
kreinern	kreinerest	kreinerest	Ekreinerest	Gkreinerest	kreinerestk	kreinerestP	4.387742519378662
degen<UNK>um	degenäumest	degenäumest	degengumest	degenmumest	degeniumest	degeneumest	5.892989635467529
prienstollen	prienstollest	prienstollest	pkrienstollest	prienstollestd	prienstollestL	prienstollestp	5.116006851196289
bustrunden	bustrundest	bustrundest	bustrundestIst	bustrundestLst	bustrundestd	bustrundestP	4.659556865692139
protern	proterest	proterest	proterestIst	pkroterest	proterestd	proterestÖ	4.116425037384033
entschlaften	entschlaftest	entschlaftest	entschlaftestIst	entschlaftestQt	entschlaftestd	entschlaftestL	5.257195949554443
klinsen	klinsest	klinsest	Gklinsest	Pklinsest	Eklinsest	klinsestd	3.9822487831115723
stlapen	stlapest	stlapest	stlapestLst	stlapestIst	stlappest	stlapestd	3.6249728202819824
spürzen	spürzest	spürzest	spürzestLst	spürzestIst	spürzestd	spürzvest	3.6393697261810303
darbotieren	darbotierest	darbotierest	darbotierestLest	darbotierestIst	darbotierestQt	darbotierestd	5.094660758972168
spuschen	spuschest	spuschest	spuschestLst	spuschestd	spuschestP	spuschestÖ	4.027360439300537
bewünsten	bewünstest	bewünstest	bewünstestQünst	bewünstestd	bewünstestP	bewünstestY	4.572519779205322
sagen<UNK>aus	sagengaust	sagengaust	sageneaust	sagenaaust	sagenmaust	sageniaust	4.936423301696777
versprechsen	versprechsest	versprechsest	versprechsestd	versprechsestv	versprechsestL	versprechsestö	5.082141876220703
ernungen	ernungest	ernungest	ernungestLst	ernungestIst	ernungestd	ernungestP	4.01693058013916
vermauen	vermauest	vermauest	vermauestIst	vermauestLst	vermauestd	vermauestP	4.15622091293335
bohrleife	bohrleifest	bohrleifest	bohrleifestOb	bohrleifestd	bohrleiffest	bohrleifestD	5.067199230194092
besitigen	besitigest	besitigest	besitigestLst	besitigestQigest	besitigestQi	besitigestd	4.156383991241455
brächsseln<UNK>her	brächsselniherest	brächsselniherest	brächsselnsherest	brächsselncherest	brächsselnherest	brächsselnierest	8.6638822555542
detetten	detettest	detettest	detettestQest	detettestIst	detettestd	detettzest	4.075644493103027
vertrachen	vertrachest	vertrachest	vertrachestLst	vertrachestYt	vertracPhest	vertrachestd	4.627047061920166
kabilisieren	kabilisierest	kabilisierest	kabilisierestd	kabilisierestL	kabilisierestk	kabilisierestà	5.406099796295166
remonieren	remonierest	remonierest	remonierestIst	remonierestLst	remonierestd	remonierestP	4.794116497039795
rintern	rinterest	rinterest	rinterestIst	rinterestLst	rinterestd	rinterestP	3.9112517833709717
klützeln	klützelest	klützelest	Gklützelest	Pklützelest	Eklützelest	klützelestk	4.234452724456787
verstern	versterest	versterest	versterestIst	versterestQst	versterestd	versterestP	4.435600280761719
erfiffern	erfifferest	erfifferest	erfifferestIst	erfifferestPst	erfifferestd	erfifferestQ	5.036503791809082
deplizieren	deplizierest	deplizierest	deplizierestIst	deplizierestLst	deplizierestQt	deplizierestd	5.164508819580078
kosteln	kostelest	kostelest	kostelestIst	kostelestLst	Ekostelest	kostelestd	3.7389273643493652
konnerinieren	konnerinierest	konnerinierest	konnerinierestIst	konnerinierestd	konnerinierestà	vonnerinierest	5.68583345413208
belüten	belütest	belütest	belütestLst	belütestIst	belütestQüst	belütestQüt	3.671443462371826
vertumpfen	vertumpfest	vertumpfest	vertumpfestQumpfest	vertumpfestLst	vertumpfestQt	vertumpfestd	5.057649612426758
schweuden	schweudest	schweudest	schweudestLest	schweudestIst	schweudestd	schweudestP	4.513979911804199
rodieren	rodierest	rodierest	rodierestIst	rodierestLst	rodierestd	rodierestP	3.943739891052246
darbautieren	darbautierest	darbautierest	darbautierestIst	darbautierestQt	darbautierestd	darbautierestL	5.512206554412842
schwürfern	schwürferest	schwürferest	schwürferestEst	schwürferestPst	schwürferestd	schwürferestÖ	4.6817240715026855
grinnen	grinnest	grinnest	grinnestLst	grinnestIst	grinnestd	grinnestg	3.7861976623535156
vermachstrießen	vermachstrießest	vermachstrießest	vermachstrießestLest	vermachstrießestIst	vermachstrießestQt	vermachstrießestd	6.590853691101074
beschlachen	beschlachest	beschlachest	beschlachestd	beschlachestb	beschlachestP	beschlächest	5.324877738952637
britken	britkest	britkest	britkestLst	britkestIst	bkritkest	britkestd	3.6157217025756836
verbehlen	verbehlest	verbehlest	verbehlestLst	verbehlestd	verbehlestP	verbehlestY	4.675138473510742
stäulen	stäulest	stäulest	stäulestIst	stäulestLst	stäulestd	Istäulest	3.7177906036376953
ernarkeln	ernarkelest	ernarkelest	ernarkelestQrkest	ernarkelestIst	ernarkelestPt	ernarkelestd	4.653217792510986
kommorinieren	kommorinierest	kommorinierest	kommorinierestIst	kommorinierestyt	kommorinierestd	kommorinierestL	5.826357841491699
besonsen	besonsest	besonsest	besonsestLst	besonsestd	besonsestP	besonsestQ	3.880420684814453
erschlissen	erschlissest	erschlissest	erschlissestIst	erschlissestLst	erschlissestQt	erschlissestd	5.032639026641846
erschwintern	erschwinterest	erschwinterest	erschwinterestrest	erschwinterestIst	erschwinterestEst	erschwinterestd	6.170694828033447
bleckeln	bleckelest	bleckelest	bleckelestIst	bleckelestd	bleckelestQ	bleckelestP	4.304356098175049
bautsern	bautserest	bautserest	bautserestIst	bautserestQt	bautseIrest	bautsekrest	4.310626983642578
erwängern	erwängerest	erwängerest	erwängerestIst	erwängerestPst	erwängerestQn	erwängerestd	4.574152946472168
kepsen	kepsest	kepsest	kepsestLst	kepsestd	kepsestk	kepsKest	3.013216972351074
gewückeln	gewückelest	gewückelest	gewückelestIst	gewückelestPt	gewückelestg	gewückelestd	4.622628211975098
verzüchen	verzüchest	verzüchest	verzüchestLst	verzüchestd	verzüchestP	verzüchestY	4.863010406494141
erfleigen	erfleigest	erfleigest	erfleigestLst	erfleigestIst	erfleigestd	erfleigestP	4.265283584594727
bebannen	bebannest	bebannest	bebannestLst	bebannestd	bebannestP	bebannestY	3.9739644527435303
pfleisen	pfleisest	pfleisest	pfleisestIst	pfleisestLst	pfleQisest	pfleisestd	3.6726937294006348
bestlöffen	bestlöffest	bestlöffest	bestlöffestLst	bestlöffestd	bestlöffestP	bestlöffesxt	4.745271682739258
blessen<UNK>auf	blessennaufest	blessennaufest	blessenzaufest	blessen-aufest	blesseniaufest	blessenvaufest	9.238784790039062
gondren<UNK>ein	gondrenzeiest	gondrenzeiest	gondrengeiest	gondrenneiest	gondrenieiest	gondrengeinest	7.928519248962402
verstiffen	verstiffest	verstiffest	verstiffestLst	verstiffestIst	verstiffestd	verstifffest	4.552278995513916
knetzen<UNK>ein	knetzengeiest	knetzengeiest	knetzenneiest	knetzenseiest	knetzenieiest	knetzenzeiest	8.041537284851074
kommeln	kommelest	kommelest	kommelestIst	kommßelest	kommGelest	kommelestd	3.8436925411224365
stardeten	stardetest	stardetest	starrdetest	stardettest	stardetestd	stardetestPt	4.151144504547119
korlasilisieren	korlasilisierest	korlasilisierest	korlasilisierestLest	korlasilisierestQt	Gkorlasilisierest	korlasilisiÄerest	7.467858791351318
komanidieren	komanidierest	komanidierest	Gkomanidierest	komanidierestd	komanidierestL	komanidierestk	5.880517482757568
kelben	kelbest	kelbest	kelbestLst	kelbestQt	Mkelbest	kelbestd	3.4618136882781982
pfürmen	pfürmest	pfürmest	pfürmestLst	pfürmestIst	pfürmestd	pfürmestP	3.3833532333374023
gewärten	gewärtest	gewärtest	gewärtestLst	gewärtestIst	gewärtestd	gewärtxest	3.9973063468933105
flübern	flüberest	flüberest	flüberestIst	flüberestd	flüberestP	flübereIst	3.951378345489502
babeln	babelest	babelest	babelestIst	babelestLst	babelestd	babelvest	3.9556589126586914
erspotten	erspottest	erspottest	erspottestIst	erspottestYt	erspottestd	erspottestPt	4.096690654754639
knotronieren	knotronierest	knotronierest	Eknotronierest	knotronierestd	knotronierestL	knotronierestk	5.571012020111084
erschleiden	erschleidest	erschleidest	erschleidestLest	erschleidestIst	erschleidestd	erschleidestP	5.142747402191162
krepsen	krepsest	krepsest	krepsestLst	krepsestd	krepsestk	krepsestQp	3.459216833114624
belöffen	belöffest	belöffest	belöffestLst	belöffestd	belöffzest	belöffestY	3.6963279247283936
dehompren	dehomprest	dehomprest	dehomprestIst	dehomprestd	dehomprestQ	dehomprestP	4.237807750701904
verspreinen	verspreinest	verspreinest	verspreinestLest	verspredinest	verspreinestd	verspreintest	5.409797191619873
entlagen	entlagest	entlagest	entlagestLst	entlagestIst	entlagestd	entlagestP	3.5018131732940674
punden	pundest	pundest	pundestLst	pundestIst	pundestd	pundestP	3.3468844890594482
beweifen	beweifest	beweifest	beweifestIst	beweifestLst	beweifestd	beweiffest	4.0412492752075195
krapfeln	krapfelest	krapfelest	krapfelestQpfest	Gkrapfelest	Pkrapfelest	krapfelestd	4.379642963409424
plädeten	plädetest	plädetest	plädetestQdest	plädetestIst	plädetestd	plädetestP	4.134451866149902
fiserungen	fiserungest	fiserungest	fiserungestIst	fiserungestft	ffiserungest	fiserungestd	5.040969371795654
erstringen	erstringest	erstringest	erstringestIst	erstringestLst	erstringestd	erstringestP	4.845226287841797
begräben	begräbest	begräbest	begräbestd	begräubest	begräbbest	begräbestb	4.015777587890625
destähen	destähest	destähest	destähestIst	destähestZst	destähestäst	destähestähest	3.9241535663604736
prorieren	prorierest	prorierest	prorierestQrest	prorierestIst	pkrorierest	prorierestd	4.383131980895996
versäufern	versäuferest	versäuferest	versäuferestIst	versäuferestPt	versäuferestd	versäuferestà	5.068403244018555
grenken	grenkest	grenkest	grenkestLst	gkrenkest	grenkestd	grenkestg	3.8057749271392822
seiben	seibest	seibest	seibestLst	seibestIst	seibestd	seibestÖ	3.040006399154663
ersäffen	ersäffest	ersäffest	ersäffestLst	ersäffestIst	ersäffestd	ersäffzest	3.497143268585205
ehren<UNK>aus	ehreneaust	ehreneaust	ehreniaust	ehrengaust	ehrenäusest	ehrenaaust	6.990869522094727
knuttern	knutterest	knutterest	knutterestQt	Gknutterest	Eknutterest	Pknutterest	4.7812018394470215
knuszen	knuszest	knuszest	knuszestLst	knuszestQst	Gknuszest	Pknuszest	3.373762369155884
verleißen	verleißest	verleißest	verleißestLst	verleißestIst	verleißestZst	verleißestd	4.912843227386475
bunsten	bunstest	bunstest	bunstestQst	bunstestLst	bunstestIst	bunstestd	3.613158941268921
verleifen	verleifest	verleifest	verleifestLst	verleifestIst	verleiffest	verleifestd	4.381213188171387
streisten	streistest	streistest	streistestQest	streistestLst	streistestPst	streistestd	4.356905460357666
verkartanzen	verkartanzest	verkartanzest	verkartanzestIst	verkartanzestQt	verkaartanzest	verkartanzestd	5.490792751312256
krerken	krerkest	krerkest	krerkestLst	Gkrerkest	krerkestk	krerkestd	3.5769944190979004
depinieren	depinierest	depinierest	depinierestIst	depinierestLst	depinierestd	depinierestQ	5.172924995422363
ragen<UNK>wort	ragenewortest	ragenewortest	ragengwortest	ragenvwortest	ragen-wortest	ragenewortestrest	6.719772815704346
verbandern	verbanderest	verbanderest	verbanderestIst	verbanderestQt	verbanderestPt	verbanderestd	5.574079513549805
schluttern	schlutterest	schlutterest	schlutterestIst	schlutterestEst	schlutterestPst	schlutterestd	5.40679931640625
erstalltern	erstallterest	erstallterest	erstallterestIst	erstallterestEst	erstallterestQt	erstalltterest	5.294931888580322
desplachen	desplachest	desplachest	desplachestLst	desplachestd	desplacPhest	desplachestYst	4.56824254989624
brösen<UNK>aus	brösengausest	brösengausest	bröseniaust	brösengaust	brösenäusest	brösen-aust	8.267651557922363
versteiten	versteitest	versteitest	versteitestIst	versteitestQt	verstezitest	verstefitest	4.961105823516846
ermalschen	ermalschest	ermalschest	ermalschestLst	ermalscIhest	ermalschestd	ermalschestP	4.925072193145752
verweifen	verweifest	verweifest	verweifestLst	verweifestIst	verweiffest	verweifestd	4.26472806930542
grissen	grissest	grissest	grissestLst	grissestIst	grissestd	grissestg	3.3267204761505127
seidern	seiderest	seiderest	seiderestIst	seiderestLst	seiderestd	seiderestÖ	4.261664390563965
grapieren	grapierest	grapierest	grapierestLst	gkrapierest	grapierestd	grapierestP	4.270524501800537
geheinen	geheinest	geheinest	geheinestLst	geheinesAst	geheinestd	geheinestg	3.614544630050659
ergräuen	ergräuest	ergräuest	ergräuestIst	ergräuestZst	eZrgräuest	ergräuestd	3.936375856399536
versprucken	verspruckest	verspruckest	verspruckestIst	verspruckestLst	verspruckestd	verspruckestv	4.98679256439209
entflauen	entflauest	entflauest	entflauestIst	entflauestLst	Kentflauest	entflauestd	4.165623188018799
pitachisieren	pitachisierest	pitachisierest	pitachisierestIst	pitachisierestd	pitachisierestL	pitachisierestà	5.985602855682373
getifulieren	getifulierest	getifulierest	getifulierestIst	getifulierestg	getifulierestd	getifulierestL	5.561371326446533
verschlohlen	verschlohlest	verschlohlest	verschlohlestd	verschlohlestL	verschlohlestà	verschlohlestI	5.475718021392822
errassen	errassest	errassest	errassestQast	errassestLst	errassestd	errassestP	4.1005449295043945
verschrempen	verschrempest	verschrempest	verschrempestIst	verschrempestQt	verschrempestd	verscHrempest	5.585289001464844
behellen	behellest	behellest	behellestIst	behellestZst	behellestd	behellestP	4.316186428070068
schlellnen	schlellnest	schlellnest	schlellnestIst	schlellnestZst	schlellnestd	schlellnestP	4.930571556091309
flüben	flübest	flübest	flübestLst	flübestIst	flübestd	flüLbest	3.536907911300659
gräumiguieren	gräumiguierest	gräumiguierest	gräumiguierestIst	Agräumiguierest	gräumiguzierest	gräumiguierestd	6.392151832580566
erleuchen	erleuchest	erleuchest	erleuchestLst	erleuchestd	erleuchestP	erleuchestY	4.272729396820068
feuen	feuest	feuest	feuestIst	feuestLst	fReuest	ffeuest	2.7153170108795166
korphomolieren	korphomolierest	korphomolierest	korphomolierestIst	korphomolierestQt	korphomolierestd	korphomolierestL	6.240298748016357
kremben	krembest	krembest	krembestQmst	krembestLst	Gkrembest	krembestd	3.693565845489502
prekten	prektest	prektest	prektestLst	prektestIst	prektestQkt	pkrektest	3.662407398223877
brechsern	brechserest	brechserest	brechserestEst	brechserestd	brechserestP	srechserest	4.762792110443115
käueln	käuelest	käuelest	käuelestIst	käuelestLst	Gkäuelest	käuelestd	3.372741937637329
beleisten	beleistest	beleistest	beleistestQest	beleistestIst	beleistestd	beleistestP	4.245176792144775
kondentieren	kondentierest	kondentierest	kondentierestQt	kondentnierest	kondentierestd	kondentierestk	5.553864002227783
korlogorieren	korlogorierest	korlogorierest	korlogorierestIst	Gkorlogorierest	Pkorlogorierest	korlogorierestd	6.312187671661377
fundutieren	fundutierest	fundutierest	fundutierestIst	fundutierestLst	fundutierestd	fundutieDest	5.406985759735107
vertrünzen	vertrünzest	vertrünzest	vertrünzestLst	vertrünzestQt	vertrünzestd	vertrünzestP	4.835262775421143
verflafigungieren	verflafigungierest	verflafigungierest	verflafigungierestIst	verflafigungierestLst	verflafigungierestQt	verflaffigungierest	8.065417289733887
verschröten	verschrötest	verschrötest	verschrötestLest	verschrötestd	verschrötestà	verschrötestv	5.341769695281982
greinigen	greinigest	greinigest	greinigestLst	greinigestd	greinigestg	greinigestP	4.393021583557129
entkließen	entkließest	entkließest	entkließestIst	entkließestLst	entkließestd	entkließxest	4.763846397399902
defrieren	defrierest	defrierest	defrierestIst	defrierestLst	defrierestd	defrierestQ	4.46666145324707
ränden	rändest	rändest	rändestLst	rändestIst	rändestd	rändestP	3.48252010345459
bochtern	bochterest	bochterest	bochterestIst	bochteresLest	bochterestd	bochterestP	4.252091884613037
verweißen	verweißest	verweißest	verweißestQwest	verweißestIst	verweißestLst	verweißestd	4.413034439086914
prestten	presttest	presttest	presttestIst	presttestQst	presttestd	presttestP	3.724902629852295
spitieren	spitierest	spitierest	spitierestIst	spitierestLst	spitierestd	spitierestP	4.251149654388428
krehren	krehrest	krehrest	krehrestLst	kreehrest	Gkrehrest	Pkrehrest	3.864924192428589
vermeiten	vermeitest	vermeitest	vermeitestIst	vermeitestQmst	vermeitestd	vermeitestPt	4.068953990936279
plötten	plöttest	plöttest	plöttestLst	plöttestIst	plöttestÖt	plöttestd	3.2658796310424805
sompen	sompest	sompest	sompestIst	sompestLst	sompestPst	sompestd	3.047879219055176
stabeln	stabelest	stabelest	stabelestLest	stabelestIst	stabbelest	stabWelest	3.6524107456207275
stähnen	stähnest	stähnest	stähnestLst	stähnestäst	stähnestIst	stähnestd	3.4714162349700928
versillern	versillerest	versillerest	versillerestIst	versillerestQt	versillerestPt	versillerestd	5.350089073181152
verwürfern	verwürferest	verwürferest	verwürferestEst	verwürferestQt	verwürferestPt	verwürferestd	5.374156475067139
ergenen	ergenest	ergenest	ergenestLst	ergenestIst	ergengest	ergenestd	3.750638008117676
brießen	brießest	brießest	brießestLst	brießestQst	brießestd	brießestP	3.4170005321502686
vertracken	vertrackest	vertrackest	vertrackestIst	vertrackestLst	vertrackestd	vertrackestP	5.090217113494873
verspussen	verspussest	verspussest	verspussestLst	verspussestd	verspussestP	verspussestQp	5.1904802322387695
entwahnen	entwahnest	entwahnest	entwahnestLst	entwaéhnest	entwahnestd	entwahnestP	4.316497325897217
bereichten	bereichtest	bereichtest	bereichtestLst	bereichtestd	bereichtestP	bereichtestQ	5.002370834350586
bestäuen	bestäuest	bestäuest	bestäuestÖuest	bestäuestIst	bestäuestd	bestäuestP	4.296143531799316
pockieren	pockierest	pockierest	pockierestIst	pockierestLst	pockierestd	pockierestP	4.687089443206787
erminitigen	erminitigest	erminitigest	erminitigestIst	erminitigestLst	erminitiogest	erminitigestd	5.347367763519287
examieren	examierest	examierest	examierestIst	examierestLst	examierestd	examierestP	4.120037078857422
pfrahnen	pfrahnest	pfrahnest	pfrahnestLst	pfrahnestÖt	pfraéhnest	pfrahnestd	4.03907585144043
verkluckern	verkluckerest	verkluckerest	verkluckerestIst	verkluckerestEst	verkluckerestQt	verkluckerestd	5.990426063537598
plechern	plecherest	plecherest	plecherestIst	plecherestP	plechereIst	plecherestQ	4.586014270782471
kankieren	kankierest	kankierest	kankierestLst	Gkankierest	Pkankierest	kankierestd	4.049258708953857
berandern	beranderest	beranderest	beranderestIst	beranderestPst	beranderestQn	beranderestd	4.93544864654541
schläckeln	schläckelest	schläckelest	schläckelestIst	schläckelestPst	schläckelestd	schläckelestÖ	5.314560890197754
verblahen	verblahest	verblahest	verblahestLst	verblahestd	verblahestP	vehblahest	3.9422106742858887
pautschieren	pautschierest	pautschierest	pautschierestIst	pautschierestd	pautschierestL	pautschierestp	5.632368564605713
sangen<UNK>aus	sangengaust	sangengaust	sangengausest	sangeneaust	sangenäusest	sangengaustZst	5.562655448913574
frünsteln	frünstelest	frünstelest	frünstelestIst	frünstelestft	fkrünstelest	frünstzelest	4.664782524108887
gimmen	gimmest	gimmest	gimmestLst	gimmestIst	gimmestd	gimmestg	3.2821221351623535
bekreißen	bekreißest	bekreißest	bekreißestQrest	bekreißestLst	bekreißestd	bekreißestP	4.157270431518555
beteistern	beteisterest	beteisterest	beteisterestEst	beteisterestd	beteisterestQ	beteisterestPt	5.139104843139648
betrehsen<UNK>ab	betrehseniabest	betrehseniabest	betrehsenhabest	betrehsensabest	betrehsenbabest	betrehsencabest	9.156088829040527
verwechtigen	verwechtigest	verwechtigest	verwechtigestIst	verwechtigestd	verwechtigestL	verwüchtigest	5.407528877258301
glaumern	glaumerest	glaumerest	glaumerestIst	Eglaumerest	Aglaumerest	glaumerestg	4.708993911743164
splangen	splangest	splangest	splangestLst	splangestIst	splangestd	splangestP	4.006255626678467
