src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
protern	protern	protern	proteren	pkrotern	proternP	proternT	3.274778127670288
entschlaften	entschlaften	entschlaften	entschlaftenß	entschlaftenI	entschlaftend	entschlaftenv	5.478890895843506
klinsen	klinsen	klinsen	Gklinsen	Pklinsen	Eklinsen	klinsenk	2.839085817337036
stlapen	stlapen	stlapen	stlapenden	stlappen	stlapenÖ	stlapenI	3.1726555824279785
spürzen	spürzen	spürzen	spürzenden	spürzeQen	spürzenI	spürzenp	3.7134718894958496
darbotieren	darbotieren	darbotieren	darbotierenUn	darbotierend	darbotierenß	darbotierenI	5.242010116577148
spuschen	spuschen	spuschen	spuschenIn	spuscvhen	spuschenp	spuschenÖ	4.085277557373047
bewünsten	bewünsten	bewünsten	bewünstenQünsten	bewünstenden	bewünstenI	bewünstern	3.461890935897827
sagen<UNK>aus	sagengausen	sagengausen	sagengaus	sageneaus	sagengause	sagengausern	5.9633331298828125
versprechsen	versprechsen	versprechsen	versprechsenv	versprechsenI	versprechsend	versprechsenL	5.694791316986084
ernungen	ernungen	ernungen	ernungenden	ernungenP	ernungenKen	ernungenI	4.044063091278076
vermauen	vermauen	vermauen	vermauenven	vermauenI	vermaueny	vermauenK	3.874633550643921
bohrleife	bohrleifen	bohrleifen	bohrleifenden	bohrleifenqen	bohrleifenI	bohrleiffen	4.319935321807861
besitigen	besitigen	besitigen	besitigenden	besitigenI	besitigenÖ	besitigenK	3.6847317218780518
brächsseln<UNK>her	brächsselnihern	brächsselnihern	brächsselnchern	brächsselnshern	brächsselnhern	brächsselniehern	7.863877296447754
detetten	detetten	detetten	detettenQen	detettern	detettenI	detettenÖ	3.8257253170013428
vertrachen	vertrachen	vertrachen	vertracPhen	vertrachenI	vertrachenv	vertrachend	4.4515604972839355
kabilisieren	kabilisieren	kabilisieren	kabilisierenUn	kabilisierenß	kabilisierenv	kabilisierend	5.483880043029785
remonieren	remonieren	remonieren	remonierenEn	remonierenUn	remonierenI	remonieären	4.653027057647705
rintern	rintern	rintern	rinternIn	rinteren	rinternèn	rinternP	3.581169605255127
klützeln	klützeln	klützeln	klützelen	klützelnkn	Gklützeln	klützelnken	3.6428592205047607
verstern	verstern	verstern	versternon	versternIn	versteren	versternèn	3.507558822631836
erfiffern	erfiffern	erfiffern	erfiffernden	erfifferen	erfiffernIn	erfiffernP	4.164418697357178
deplizieren	deplizieren	deplizieren	deplizierenden	deplizierenUn	deplizierenß	deplizierenI	4.929426193237305
kosteln	kosteln	kosteln	kostelen	kostelnkos	kostelnèn	Ekosteln	3.0980470180511475
konnerinieren	konnerinieren	konnerinieren	konnerinnieren	konnerinierenv	konnerinfieren	konnerinierenß	5.64514684677124
belüten	belüten	belüten	belütern	belütenI	belütend	belütenO	3.7939260005950928
vertumpfen	vertumpfen	vertumpfen	vertumpfenden	vertumpfenqen	vertumpfenI	vertumpfenv	4.173971176147461
schweuden	schweuden	schweuden	schweudenden	schweudenLn	schweudenI	schweudenK	4.487570762634277
rodieren	rodieren	rodieren	rodierenren	rodierenEn	rodierend	rodierenI	3.404569387435913
darbautieren	darbautieren	darbautieren	darbautierend	darbautierenß	darbautierenv	darbautierenI	5.430925369262695
schwürfern	schwürfern	schwürfern	schwürfernden	schwürferen	schwürfernPn	schwürfernIn	4.664106845855713
grinnen	grinnen	grinnen	Agrinnen	grinnenI	grinnenÖ	grinnenT	3.427534341812134
vermachstrießen	vermachstrießen	vermachstrießen	vermachstrießenßen	vermachstrießenI	vermachstrießenv	vermachstrießend	6.455149173736572
beschlachen	beschlachen	beschlachen	beschlacPhen	beschlachend	beschlachenß	beschlachenv	5.146753311157227
britken	britken	britken	britkenI	bkritken	britMken	britkend	3.0557758808135986
verbehlen	verbehlen	verbehlen	verbehlenden	verbehlenven	verbehlenI	verbehlenKn	3.986382007598877
stäulen	stäulen	stäulen	stäulenUn	stäulenI	stäulenä	stäuleny	3.3251099586486816
ernarkeln	ernarkeln	ernarkeln	ernarkelen	ernarkelnon	ernarkelnLn	ernarkelnIn	4.094829082489014
kommorinieren	kommorinieren	kommorinieren	kommorinierenUn	kommorinierenv	kommorinierenI	kommorinierenß	5.393200397491455
besonsen	besonsen	besonsen	besonsenLn	besonsenKn	besonsenP	besonsenIn	3.5452828407287598
erschlissen	erschlissen	erschlissen	erschlissenI	erschlissend	erschlissenv	erscülissen	4.989872455596924
erschwintern	erschwintern	erschwintern	erschwinteren	erschwinternßen	erschwinternön	erschwinternÄ	4.964842796325684
bleckeln	bleckeln	bleckeln	bleckelen	bleckelnden	bleckelnèn	bleckelnIn	3.9477286338806152
bautsern	bautsern	bautsern	bautsernIn	bautseren	bautsekrn	bautsernP	3.510922431945801
erwängern	erwängern	erwängern	erwängernän	erwängernIn	erwängernèn	erwängeren	4.3134989738464355
kepsen	kepsen	kepsen	kepsenden	kepsenk	kepsenI	kpepsen	3.0282297134399414
gewückeln	gewückeln	gewückeln	gewückelnèn	gewückelen	gewückelnIn	gewückelnÄ	4.023034572601318
verzüchen	verzüchen	verzüchen	verzüchern	verzüchenI	verzüchend	verzüchenq	4.002941131591797
erfleigen	erfleigen	erfleigen	erfleigenden	erfleigenI	erfleigenÖ	erfleigenKn	4.562790393829346
bebannen	bebannen	bebannen	bebannenvn	bebannenKn	bebannenÖ	bbebannen	3.80595326423645
pfleisen	pfleisen	pfleisen	pfleisenLn	pfleisenKn	pfleQisen	pfleisenIn	3.7833023071289062
bestlöffen	bestlöffen	bestlöffen	bestlöffenden	bestlöffenén	bestlöfften	bestlöffenI	4.490912437438965
blessen<UNK>auf	blessennaufen	blessenzaufen	blessennaufen	blesseniaufen	blessennaufe	blessenzaufe	8.581469535827637
gondren<UNK>ein	gondrenzein	gondrenzein	gondrengein	gondrennein	gondreniein	gondrenäien	7.257391929626465
verstiffen	verstiffen	verstiffen	verstiffenden	verstifften	verstiffenI	verstiffenv	4.462284564971924
knetzen<UNK>ein	knetzengein	knetzengein	knetzennein	knetzeniein	knetzenzein	knetzenäein	8.217611312866211
kommeln	kommeln	kommeln	kommelen	kommelnkomen	kommelnIn	kommelnon	3.109745740890503
stardeten	stardeten	stardeten	stardetenLn	stardetten	starrdeten	stardetenI	3.934220790863037
korlasilisieren	korlasilisieren	korlasilisieren	korlasilisierenQln	Gkorlasilisieren	korlasilisierenI	korlasilisierenß	6.609928607940674
komanidieren	komanidieren	komanidieren	komanidierenUn	Gkomanidieren	komanidierenv	komanidierenß	5.173645973205566
kelben	kelben	kelben	kelbenden	kelbenLn	kelbenk	kelbenI	2.996880054473877
pfürmen	pfürmen	pfürmen	pfürmenI	pfürmenf	pfürmenK	pfürmend	3.303657293319702
gewärten	gewärten	gewärten	gewärtern	gewärtenI	gewärtenä	gewärtenL	3.4121172428131104
flübern	flübern	flübern	flübernden	flübernIn	flüberen	flübernT	3.0197207927703857
babeln	babeln	babeln	babelnIn	babelen	babBeln	babelnyn	2.559603691101074
erspotten	erspotten	erspotten	erspottenden	erspottenI	erspottenÖ	eArspotten	3.923367977142334
knotronieren	knotronieren	knotronieren	knotronierenUn	Eknotronieren	knotronierenß	knotronierenv	5.308499336242676
erschleiden	erschleiden	erschleiden	erschleidenden	erschleziden	erschleidenI	erschleideny	5.452488422393799
krepsen	krepsen	krepsen	krepsenLn	Gkrepsen	kkrepsen	krepsenI	3.131894111633301
belöffen	belöffen	belöffen	belöffenI	belöfften	belöffenÖ	belöffenq	3.584411382675171
dehompren	dehompren	dehompren	dehomprenden	dehomprenMen	dehomprenLn	dehomprenI	4.134726047515869
verspreinen	verspreinen	verspreinen	verspreinenv	versprezinen	verspreinten	verspreinenI	4.772322654724121
entlagen	entlagen	entlagen	entlagenIn	entlagenMen	entlagenKen	entlagenm	3.7543294429779053
punden	punden	punden	pundenI	pundenp	pundenm	pundenÖ	3.109312057495117
beweifen	beweifen	beweifen	beweifenden	beweifenKn	beweifenÖ	beweifenI	3.8620669841766357
krapfeln	krapfeln	krapfeln	krapfelen	krapfelnIn	krapfelIn	Gkrapfeln	3.6355111598968506
plädeten	plädeten	plädeten	plädetenä	plädetenÖ	plädetenm	plädetenI	3.224888324737549
fiserungen	fiserungen	fiserungen	fiserungenden	ffiserungen	fiserungenI	fiserungenß	4.579957485198975
erstringen	erstringen	erstringen	erstringenden	erstringenI	erstringenß	erstringenK	4.283243179321289
begräben	begräben	begräben	begräbenven	begräbenIn	begräbendn	begräbenKn	3.8258445262908936
destähen	destähen	destähen	destähenzen	destähend	destähenq	destähenI	3.6861379146575928
prorieren	prorieren	prorieren	prorierenEn	pkrorieren	prorierenI	prorierenÖ	4.037515163421631
versäufern	versäufern	versäufern	versäuferen	versäufernèn	versäufernvn	versäufernP	4.350255966186523
grenken	grenken	grenken	grenkenLn	gkrenken	grenkenI	grenkenÖ	3.454557180404663
seiben	seiben	seiben	seibenI	seibend	seibeny	seibenL	3.0783767700195312
ersäffen	ersäffen	ersäffen	ersäffenzen	ersäfften	ersäffenq	ersäffend	3.418558120727539
ehren<UNK>aus	ehreneaus	ehreneaus	ehreniaus	ehrenäusern	ehrengausen	ehreniausen	7.0557026863098145
knuttern	knuttern	knuttern	knutteren	Gknuttern	Eknuttern	Pknuttern	3.203061819076538
knuszen	knuszen	knuszen	knuszenLn	Pknuszen	Eknuszen	Mknuszen	3.222452402114868
verleißen	verleißen	verleißen	verleißenI	verleißenß	verleißeIn	verleißenv	3.966240406036377
bunsten	bunsten	bunsten	bunstendn	bunstenI	bunstenÖ	bunstenK	3.5623385906219482
verleifen	verleifen	verleifen	verleifenden	verleifenvn	verleifenI	verleiffen	4.200292587280273
streisten	streisten	streisten	streistenI	streistenÖ	streistern	streistenden	3.7130889892578125
verkartanzen	verkartanzen	verkartanzen	verkaartanzen	verkartanzenv	verkartanzeny	verkartanzenL	4.8393731117248535
krerken	krerken	krerken	Gkrerken	krerkenI	krerkenk	krerkend	3.5437347888946533
depinieren	depinieren	depinieren	depinierenden	depinierenUn	depàinieren	depinierenI	4.637417316436768
ragen<UNK>wort	rageneworten	rageneworten	ragengworten	ragengwortern	ragenewortern	ragen-worten	6.407922267913818
verbandern	verbandern	verbandern	verbanderen	verbandernvn	verbandernÄ	verbandernP	4.532734394073486
schluttern	schluttern	schluttern	schlutteren	schlutternden	schlutternß	schlutternP	4.580315589904785
erstalltern	erstalltern	erstalltern	erstallteren	erstallternßen	erstallternIn	erstallttern	4.597085475921631
desplachen	desplachen	desplachen	desplachenden	desplachenI	desplachenÖ	desplachenß	4.599234580993652
brösen<UNK>aus	bröseniaus	brösengausen	bröseniaus	bröseniausen	brösenäusern	brösenzausen	8.093414306640625
versteiten	versteiten	versteiten	versteitenden	versteziten	versteitenI	versteitenv	4.554471015930176
ermalschen	ermalschen	ermalschen	ermalschenden	ermalschenLn	ermalscIhen	ermalschenI	4.4387736320495605
verweifen	verweifen	verweifen	verweifenden	verweifenI	verweiffen	verweifenq	3.9619088172912598
grissen	grissen	grissen	grissenLn	grissenI	grissenè	grissenv	3.0345239639282227
seidern	seidern	seidern	seidernIn	seideren	seidernP	seidernT	3.219120740890503
grapieren	grapieren	grapieren	grapierenden	grapierenEn	grapierenLn	gkrapieren	3.690692186355591
geheinen	geheinen	geheinen	geheinenOn	geheinenI	geheinenT	geheinenS	3.7511403560638428
ergräuen	ergräuen	ergräuen	ergräuenUn	ergräuenI	ergräuenÖ	ergräuenzen	3.7952771186828613
versprucken	versprucken	versprucken	verspruckenUv	verspruckten	verspruckenI	verspruckenv	4.90694522857666
entflauen	entflauen	entflauen	entflauenKn	entflauenI	Kentflauen	entflauenP	4.157745361328125
pitachisieren	pitachisieren	pitachisieren	pitachisierenv	pitachisierenI	pitachisierenL	pitachisierenß	5.801741600036621
getifulieren	getifulieren	getifulieren	getifuliereng	getifulierenv	getifulierenß	getifulierenI	5.057651519775391
verschlohlen	verschlohlen	verschlohlen	verschlohlenv	verschlohlenI	verschlohleny	verschlohlenß	5.226917266845703
errassen	errassen	errassen	errassenLn	errassenP	errassten	errassenI	3.6666855812072754
verschrempen	verschrempen	verschrempen	verschrempten	verschrempenv	verschrempenI	verschrempeny	5.757760047912598
behellen	behellen	behellen	behellenden	behellenP	behellenÖ	behelleIn	3.8073577880859375
schlellnen	schlellnen	schlellnen	schlellnnen	schlellnencn	schlellnenI	schlellnenÖ	4.186078071594238
flüben	flüben	flüben	flübenOpflübendlübenflüblübenOflüblüblüblüben	flübenOn	flübenI	flübenOpflübendlübenIflüblübenIflüblüblüblüblüben	2.7690634727478027
gräumiguieren	gräumiguieren	gräumiguieren	Agräumiguieren	gräumiguzieren	gräumiguierenI	gräumiguierenv	5.917238712310791
erleuchen	erleuchen	erleuchen	erleuchenden	erleuchenLn	erleuchenÖ	erleußhen	4.1003546714782715
feuen	feuen	feuen	feuenI	feuenK	feuenf	fReuen	2.205984592437744
korphomolieren	korphomolieren	korphomolieren	korphomolierenI	korphomolierenv	korphomolierenK	korphomolierenß	6.2387895584106445
kremben	kremben	kremben	krembenLn	krembenren	krembenIn	krembenrn	3.1666338443756104
prekten	prekten	prekten	pkrekten	prektenI	prektenÖ	prektend	3.2360360622406006
brechsern	brechsern	brechsern	brechseren	brecMhsern	brechsernP	brechsernÄ	3.9368011951446533
käueln	käueln	käueln	käuelnkäuen	käuelnIn	käuelen	käuelnyn	2.6133944988250732
beleisten	beleisten	beleisten	beleistenden	beleistenI	beleistern	beleistenÖ	3.767195463180542
kondentieren	kondentieren	kondentieren	kondentierenUn	kondentnieren	kondentierenv	kondentierenß	4.948652744293213
korlogorieren	korlogorieren	korlogorieren	Gkorlogorieren	Pkorlogorieren	korlogorierenv	korlogorierenß	5.307765483856201
fundutieren	fundutieren	fundutieren	fundutierenUn	fundutierenI	fundutierenß	fundutierend	4.774683952331543
vertrünzen	vertrünzen	vertrünzen	vertrünzenI	vertrünzenK	vertrünzenß	vertrünzenv	4.2945637702941895
verflafigungieren	verflafigungieren	verflafigungieren	verflafigungierenGn	verflafigungierenven	verflaffigungieren	verflafigungierenI	7.299619197845459
verschröten	verschröten	verschröten	verschrötenén	verschrötten	verschrötenv	verschrötenI	4.796637535095215
greinigen	greinigen	greinigen	greinigenEn	greinigenLn	greinigenx	greinigenI	4.4650139808654785
entkließen	entkließen	entkließen	entkließenden	entkließenUn	entkließenI	entkließxen	3.7385787963867188
defrieren	defrieren	defrieren	defrierenEn	defrierenden	defrierenI	defrierenß	3.721278429031372
ränden	ränden	ränden	rändenI	rändeny	rändenä	rändenè	2.864229917526245
bochtern	bochtern	bochtern	bochternden	bochternon	bochteren	bochternP	3.6363449096679688
verweißen	verweißen	verweißen	verweißenLn	verweißenv	verweißenI	verweißenK	3.6401615142822266
prestten	prestten	prestten	presttenden	presttern	presttenI	presttenÖ	3.7475743293762207
spitieren	spitieren	spitieren	spitierenden	spitierenÖi	spitierenI	spitierenß	3.91339111328125
krehren	krehren	krehren	krehrenrn	kreehren	Gkrehren	Pkrehren	2.891531467437744
vermeiten	vermeiten	vermeiten	vermeitenI	vermeitenv	vermeitenè	vermeitenK	4.021701812744141
plötten	plötten	plötten	plöttenI	plöttenÖ	plöttenv	plöttenO	2.651318073272705
sompen	sompen	sompen	sompenLn	sompenI	sompeny	sompens	2.816758871078491
stabeln	stabeln	stabeln	stabelen	stabelnIn	stabelnLn	stabelnden	3.168006420135498
stähnen	stähnen	stähnen	stähnenI	stähneny	stähnenä	stähnenÖ	3.0097057819366455
versillern	versillern	versillern	versilleren	versillernßen	versillernvn	versillernPn	4.709960460662842
verwürfern	verwürfern	verwürfern	verwürferen	verwürfernIn	verwürfernÄ	verwürfernvn	4.94988489151001
ergenen	ergenen	ergenen	ergenenzen	ergenenLn	ergnenen	ergenenB	3.4589200019836426
brießen	brießen	brießen	brießenI	bkrießen	brießend	brießenP	3.248034954071045
vertracken	vertracken	vertracken	vertrackten	vertrackenI	vertrackenv	vertrackend	4.396838665008545
verspussen	verspussen	verspussen	verspussenI	verspussenv	verspussenK	verspussend	4.681811809539795
entwahnen	entwahnen	entwahnen	entwahnenLn	entwahnenKn	entwahnten	entwahnenI	3.9790210723876953
bereichten	bereichten	bereichten	bereichtenden	bereichtenI	bereichtenß	bereichtenK	4.601215839385986
bestäuen	bestäuen	bestäuen	bestäuenI	bestäueny	bestäuend	bestäuenK	3.7771859169006348
pockieren	pockieren	pockieren	pockierenden	pockierenÖi	pockierenI	pockierenß	3.8162872791290283
erminitigen	erminitigen	erminitigen	erminitiogen	erminitigenI	erminitigenß	erminitigend	4.966946125030518
examieren	examieren	examieren	examierenI	examierenM	examierenLn	examierenx	3.9942691326141357
pfrahnen	pfrahnen	pfrahnen	pfrahnenLn	pfrahnenI	pfrahnenÖ	pfrahnten	3.263326406478882
verkluckern	verkluckern	verkluckern	verkluckeren	verkluckernIn	verkluckernÄ	verkluckernP	4.8155646324157715
plechern	plechern	plechern	plechernIn	plecheren	plecMhern	plechernP	3.6551380157470703
kankieren	kankieren	kankieren	kankierenLn	Gkankieren	Pkankieren	kankierenI	4.107218265533447
berandern	berandern	berandern	beranderen	berandernèn	berandernän	berandernP	4.271604061126709
schläckeln	schläckeln	schläckeln	schläckelen	schläckelnIn	schläckelnèn	schläckelnPn	4.907882213592529
verblahen	verblahen	verblahen	verblahenden	verblahenven	verblahenI	verblahenvn	4.389108657836914
pautschieren	pautschieren	pautschieren	pautschierenß	pautschierenv	pautscörieren	pautschierenI	5.783839225769043
sangen<UNK>aus	sangengausen	sangengausen	sangengause	sangengausern	sangeneausen	sangenäusern	6.290014266967773
frünsteln	frünsteln	frünsteln	frünstelen	fkrünsteln	frünstpeln	frünstelnP	4.102028846740723
gimmen	gimmen	gimmen	gimmenLn	gimmeng	gimmenI	gimmGen	2.6569395065307617
bekreißen	bekreißen	bekreißen	bkekreißen	bekreißenI	bekreißend	bekreißenK	3.9035353660583496
beteistern	beteistern	beteistern	beteisteren	beteisternden	beteisternß	beteisternI	4.220922946929932
betrehsen<UNK>ab	betrehseniaben	betrehseniaben	betrehsenhaben	betrehsencaben	betrehsenbaben	betrehsensaben	9.187910079956055
verwechtigen	verwechtigen	verwechtigen	verwechtigenv	verwechtingen	verwechtigenß	verwechtigenI	5.741204738616943
glaumern	glaumern	glaumern	glaumeren	glaumerIn	glaumernIn	Eglaumern	3.862966537475586
splangen	splangen	splangen	splangenIn	splangenp	splangenÖ	splangenm	3.739245891571045
schlirten	schlirten	schlirten	schlirtenI	schlirtenK	schlirtend	scèlirten	4.37766695022583
rönden	rönden	rönden	röndenrn	röndenén	röndenI	röndenLn	2.936447858810425
besprenken	besprenken	besprenken	besprenkenden	besprenkenI	besprenkenK	besprenkenß	4.408541679382324
dreiben	dreiben	dreiben	dreibenden	dreibenLn	dkreiben	dreibenÖ	3.727173089981079
entkammen	entkammen	entkammen	entkammenden	entkammenKen	entkammenLn	entkammeIn	3.7342517375946045
kruckieren	kruckieren	kruckieren	kruckierenUn	Ekruckieren	kruckierenI	kruckierenß	4.846111297607422
grurfen	grurfen	grurfen	grurfenI	grurfend	gkrurfen	grurfenÖ	3.317869186401367
stablen	stablen	stablen	stablenden	stablenUn	stablenI	stablenL	2.65312123298645
vermintern	vermintern	vermintern	verminteren	verminternvn	verminternP	verminternI	4.713273525238037
ermetten	ermetten	ermetten	ermettern	ermettenI	ermettenK	ermettend	3.7786505222320557
