src	greedy	beam_1	beam_2	beam_3	beam_4	beam_5	entropy
konnerinieren	konnerinierten	konnerinierten	konneriniertenß	konneriniertenv	konneriniertenS	konneriniertenÜ	6.369640827178955
belüten	belüteten	belüteten	belütetenQüten	belütetenÖt	belütteten	belütetenI	3.9118268489837646
vertumpfen	vertumpften	vertumpften	vertumpftenQumpft	vertumpftenv	vertumpftenö	vertumpftenß	4.557867527008057
schweuden	schweudeten	schweudeten	schweudetenEn	schweudetenS	schweudetenv	schweudetenH	4.833277702331543
rodieren	rodierten	rodierten	rodiertenEn	rodiertenI	rodiertenÖ	rodiertenS	3.908219814300537
darbautieren	darbautierten	darbautierten	darbautiertenß	darbautiertenv	darbautiertend	darbautiertenI	5.253787994384766
schwürfern	schwürferten	schwürferten	schwürfertenEn	schwürfekerten	schwürfertenß	schwürfertenv	5.569661617279053
grinnen	grinnten	grinnten	Egrinnten	grinntenI	grinntenS	grinntenv	3.228989839553833
vermachstrießen	vermachstrießten	vermachstrießten	vermachstrießtenBt	vermachstrießtenS	vermachstrießen	vermachstrießtenI	6.93229341506958
beschlachen	beschlüchen	beschlüchen	beschlachten	beschlüschen	beschlüchern	beschlüchenK	5.418472766876221
britken	britkten	britkten	bkritkten	britMkten	britktenI	britktenS	3.4661929607391357
verbehlen	verbählen	verbählen	verbehlten	verbiehlen	verbächlen	verbählenMen	4.819169998168945
stäulen	stäulten	stäulten	stäultenI	stäultenq	stäultenS	stäultenä	3.761871337890625
ernarkeln	ernarkelten	ernarkelten	ernarkeltenEn	ernarkeltenß	ernarkeltenI	ernarkeltenÖ	4.996614456176758
kommorinieren	kommorinierten	kommorinierten	kommoriniertenß	kommoriniertenS	kommoriniertenv	kommoriniertenÜ	6.235038757324219
besonsen	besonsten	besonsten	besönsten	besonstenQn	besänsten	besonstenP	4.094658374786377
erschlissen	erschlissten	erschlissten	erschlössen	erschlisstenö	erschlisstenv	erschlisstenS	5.428670406341553
erschwintern	erschwinterten	erschwinterten	erschwintertenß	erschwintertenS	erschwintertenI	erschwintertenÜ	6.728180885314941
bleckeln	bleckelten	bleckelten	bleckeltenEn	blec-kelten	bleckeltenß	bleckeltenH	4.5289225578308105
bautsern	bautserten	bautserten	bautsertenEn	bautseIrten	bautsekrten	bautsertenÖ	4.806837558746338
erwängern	erwängerten	erwängerten	erwängertenEn	Berwängerten	erwängertenß	erwängertenI	4.940367698669434
kepsen	kepsten	kepsten	kpepsten	kepstenQst	Mkepsten	kepstenk	3.0374433994293213
gewückeln	gewückelten	gewückelten	gewückeltenEn	gewückeltenß	gewückeltenH	gewückeltenGn	5.035600662231445
verzüchen	verzüchten	verzüchten	verzüchtenv	verzüchtenö	verzüchtenK	verzüchtenQ	4.706623077392578
erfleigen	erfliegen	erfliegen	erfleigten	erflitten	erfliegenßen	erflöigen	5.0259857177734375
bebannen	bebannten	bebannten	bebachneten	bebanchten	bebanntenK	bebanntenv	3.861581802368164
pfleisen	pfleisten	pfleisten	pfliesen	pfleistenQen	pflösen	pfleistenI	4.243473529815674
bestlöffen	bestlöfften	bestlöfften	bestlöfftenöfft	bestlöfftenQn	bestlöfftenv	bestlöfftenH	4.539942264556885
blessen<UNK>auf	blessennauften	blessenzauften	blessennauften	blessenäuften	blesseniauften	blessen-auften	9.275289535522461
gondren<UNK>ein	gondrengeiten	gondrengeiten	gondrenzeiten	gondrenieiten	gondrenneiten	gondrenniten	8.107614517211914
verstiffen	verstifften	verstifften	verstifftenQn	verstifftenv	verstifftenö	verstifftenß	4.537044048309326
knetzen<UNK>ein	knetzengeiten	knetzengeiten	knetzenseiten	knetzenieiten	knetzenniten	knetzennien	7.560464382171631
kommeln	kommelten	kommelten	Ekommelten	kommeltenI	Gkommelten	kommeltenk	3.74103045463562
stardeten	stardeteten	stardeteten	stardetteten	stardäten	stardetetenS	stardetetenH	4.984748840332031
korlasilisieren	korlasilisierten	korlasilisierten	Gkorlasilisierten	korlasilisiertenI	korlasilisiertenS	korlasilisiertenß	7.292998313903809
komanidieren	komanidierten	komanidierten	Ekomanidierten	komanidiertenß	komanidiertenk	komanidiertenv	5.104717254638672
kelben	kelbten	kelbten	kelbtenk	kelbtenS	kelöbten	kelbtenv	3.223423480987549
pfürmen	pfürmten	pfürmten	pfükrmten	pfürmtenI	pfürèmten	pfürmtenK	3.2941393852233887
gewärten	gewärteten	gewärteten	gewärtetenM	gewärtetenI	gewärtetenS	gewärtetenä	4.4567365646362305
flübern	flüberten	flüberten	flübertenEn	flübertenI	flübertenT	flübertenH	3.946608304977417
babeln	babelten	babelten	babRelten	babBelten	babeltenI	babeltenS	3.6443614959716797
erspotten	erspotteten	erspotteten	erspottetenQ	erspottetenH	erspottetenS	erspottetenön	4.530388832092285
knotronieren	knotronierten	knotronierten	Eknotronierten	Gknotronierten	knotroniertenß	knotroniertenk	5.648747444152832
erschleiden	erschlitten	erschlitten	erschlieden	erschleideten	erschlittenS	erschlittenB	5.031879901885986
krepsen	krepsten	krepsten	krepstenQpst	Gkrepsten	krepstenS	krepstenK	3.754091501235962
belöffen	belöfften	belöfften	belöfftenÖft	belöfftenöft	belöfftenK	belöfftenP	3.652064085006714
dehompren	dehomprten	dehomprten	dehompräten	dehompreten	dehomprtenden	dehomprüten	4.594857692718506
verspreinen	verspreinten	verspreinten	versprienen	verspräinen	versprZeinten	verspreintenv	5.713599681854248
entlagen	entlügen	entlügen	entlugen	entlügenden	entlagten	entlügten	3.115328073501587
punden	pundeten	pundeten	pundetenI	pundetenÖ	pundetenS	pundetenQ	3.4943628311157227
beweifen	bewiffen	bewiffen	bewüfen	bewüffen	bewaifen	bewäfen	4.476527690887451
krapfeln	krapfelten	krapfelten	Pkrapfelten	Gkrapfelten	Ekrapfelten	krapfeltenß	3.7619996070861816
plädeten	plädeteten	plädeteten	plädetetenqen	plädetetenä	plädetetenI	plädetetenS	4.195319175720215
fiserungen	fiserungten	fiserungten	fiserungtenUn	fiserungtenQ	fiserungtenß	fiserungtenI	4.8152031898498535
erstringen	ersträngen	ersträngen	ersträchten	ersträngenMen	ersträngenUn	ersträngten	4.265421390533447
begräben	begräbten	begräbten	begräbtenQräbten	begräbtenQräbt	begräbtenÖbt	begräbtenI	4.323781490325928
destähen	destähten	destähten	destähtenäht	destähtend	destähtenI	destähtenq	4.011023998260498
prorieren	prorierten	prorierten	proriertenEn	pkrorierten	proriertenI	proriertenß	3.9472384452819824
versäufern	versäuferten	versäuferten	versäufertenEven	versäufertenß	versäufertenv	versäufertenI	5.0012640953063965
grenken	grenkten	grenkten	grenktenEn	Egrenkten	grenktenI	grenktenÖ	3.6130154132843018
seiben	seibten	seibten	seibtenI	seibtenS	seibtenL	seibtenÖ	3.1493308544158936
ersäffen	ersäfften	ersäfften	ersäfftenöfften	ersäfftenöfft	ersäfftenI	ersäfftenä	4.185953140258789
ehren<UNK>aus	ehrenäusten	ehrenäusten	ehrengausten	ehrenäuserten	ehreneausten	ehren-austen	7.376628875732422
knuttern	knutterten	knutterten	knuttertenQten	Gknutterten	Eknutterten	Pknutterten	4.7601094245910645
knuszen	knuszten	knuszten	knusztenQs	Gknuszten	Eknuszten	knusztenI	3.517190933227539
verleißen	verlissen	verlissen	verließen	verlissenQlen	verlissenQliven	verleißten	3.7142467498779297
bunsten	bunsteten	bunsteten	bunstetenQs	bunstetenK	bunstetenÖ	bunstetenä	3.8525829315185547
verleifen	verliffen	verliffen	verleiften	verliefen	verleiftenQlven	verlfiffen	4.459598064422607
streisten	streisteten	streisteten	streistteten	streistetenS	streistetenM	streistetenq	4.788525581359863
verkartanzen	verkartanzten	verkartanzten	verkartanztenv	verkaartanzten	verkartanztenö	vekartanzten	5.597124099731445
krerken	krerkten	krerkten	Ekrerkten	krerktenk	krerktenS	krerktenI	3.5279836654663086
depinieren	depinierten	depinierten	depàinierten	depiniertenß	depiniertenI	depiniertenS	4.890256881713867
ragen<UNK>wort	rageneworteten	rageneworteten	ragengworteten	rageneworteter	ragengworteter	ragen-worteten	7.063991546630859
verbandern	verbanderten	verbanderten	verbandertenEn	verbanrderten	verbandertenß	verbandertenv	5.06919527053833
schluttern	schlutterten	schlutterten	schluttertenEn	schluttertenß	schluttertenv	schluttertenI	5.010641098022461
erstalltern	erstallterten	erstallterten	erstalltterten	erstalltertenß	erstalltertenI	erstalltertenS	5.477595329284668
desplachen	desplachten	desplachten	desplüchen	desplachtenQ	desplachtenß	desplachtenö	4.767065525054932
brösen<UNK>aus	brösenäuserten	brösenäuserten	brösenäusten	brösengausten	bröseniausten	brösensausten	7.948730945587158
versteiten	versteiteten	versteiteten	versteitetenQt	versteitetenv	versteitetenß	versteiteteny	5.124780178070068
ermalschen	ermalschten	ermalschten	ermalschtenQl	ermalscChten	ermalschtenö	ermalschtenv	5.079512119293213
verweifen	verwiffen	verwiffen	verweiften	verwiefen	verwiffenq	verwiffenI	4.374474048614502
grissen	grissten	grissten	grisstenQst	grisstenI	grisstenS	grisstenL	3.664173126220703
seidern	seiderten	seiderten	seidertenEn	seidertenI	seidertenS	seidertenÖ	4.310239315032959
grapieren	grapierten	grapierten	grapiertenEn	Agrapierten	grapiertenI	grapiertenß	4.415929794311523
geheinen	geheinten	geheinten	geheinäten	geheintenS	geheintenv	geheintenI	3.7669804096221924
ergräuen	ergräuten	ergräuten	ergräutenéen	ergräutenI	ergräutenS	ergräutenÖ	3.930941104888916
versprucken	verspruckten	verspruckten	versprucktenv	versprucktenß	versprucktenI	versprucktenÜ	4.904153347015381
entflauen	entflauten	entflauten	Kentflauten	entflautenÖ	entflautenI	entflautenP	4.45636510848999
pitachisieren	pitachisierten	pitachisierten	pitachisiertenß	pitachisiertenS	pitachisiertenI	pitachisiertenv	5.751391887664795
getifulieren	getifulierten	getifulierten	getifulierteng	getifuliertenß	getifuliertenv	getifuliertenÜ	5.1244916915893555
verschlohlen	verschlohlten	verschlohlten	verschlohltenß	verschlohltenv	verschlöhlten	verschlohltenÜ	5.713399410247803
errassen	errießen	errießen	errassten	errässten	errÜssten	errüssen	3.949817180633545
verschrempen	verschrempten	verschrempten	verschremptenv	verschremptenß	verschremptenö	verschremptenL	5.3571953773498535
behellen	behellten	behellten	behelltenQen	behelltenI	behelltenK	behelltenP	3.943718671798706
schlellnen	schlellnten	schlellnten	schlellntenv	schlellntenß	schlellntenS	schlellntenK	4.950747966766357
flüben	flübten	flübten	flübtenI	flübtenf	flüLbten	flübtenQ	3.11161208152771
gräumiguieren	gräumiguierten	gräumiguierten	Agräumiguierten	gräumiguzierten	gräumiguiertenß	gräumiguiertenI	6.0157012939453125
erleuchen	erleuchten	erleuchten	erleuchtenQen	erleuchtenEn	erleuchtenI	erleuchtenÖ	4.247884750366211
feuen	feuten	feuten	feutenI	feutenS	feutenf	feutenK	2.734781265258789
korphomolieren	korphomolierten	korphomolierten	korphomoliertenß	korphomoliertenI	korphomoliertenS	korphomoliertenÜ	6.153700828552246
kremben	krembten	krembten	krembtenQmbt	Ekrembten	krembtenK	krembtenI	3.7685317993164062
prekten	prekteten	prekteten	präkten	prektetenQkten	prektetenÖt	pkrekteten	3.680320978164673
brechsern	brechserten	brechserten	brechsertenEn	brecMhserten	brechsekrten	brechsertenß	4.637770652770996
käueln	käuelten	käuelten	käueltenI	Gkäuelten	käueltenk	Ekäuelten	3.412656307220459
beleisten	beleisteten	beleisteten	beleistetenQen	beleistteten	beleistetenv	beleistetenH	4.552292823791504
kondentieren	kondentierten	kondentierten	kondentiertenß	kondentiertenk	kondentnierten	kondentiertenv	6.1495208740234375
korlogorieren	korlogorierten	korlogorierten	Gkorlogorierten	korloogorierten	korlogoriertenß	korlogoriertenS	6.091071128845215
fundutieren	fundutierten	fundutierten	fundutießerten	fundutiertenß	fundutiertenI	fundutiertenv	4.866479873657227
vertrünzen	vertrünzten	vertrünzten	vertrünztenQn	vertrünztenv	vertrünztenß	vertrünztenö	4.791886806488037
verflafigungieren	verflafigungierten	verflafigungierten	verflaffigungierten	verflafigungiertenv	verflafigungiertenN	verflafigungiertenS	7.612079620361328
verschröten	verschröteten	verschröteten	verschrötteten	verschrötetenß	verschrötetenv	verschrötetenÜ	5.883599281311035
greinigen	greinigten	greinigten	grinigen	greinigtenEn	greinigtenGn	greinigtenI	4.600534439086914
entkließen	entklössen	entklössen	entklösen	entklössenén	entklössern	entklössenI	3.8610589504241943
defrieren	defrören	defrören	defrierten	defrörenden	defroren	defrörenUn	3.803528070449829
ränden	rändeten	rändeten	rändetenQen	rändetenän	rändetenI	rändetenS	3.3808555603027344
bochtern	bochterten	bochterten	bochtertenEn	bochtertenß	bochtertenH	bochtertenQhten	4.5513811111450195
verweißen	verweißten	verweißten	verwissen	verwießen	verweißtenQw	verweißtenv	4.901134014129639
prestten	prästten	prästten	prestteten	prästtenqen	prästen	pröstten	3.192410707473755
spitieren	spitierten	spitierten	spitiertenß	spditierten	spitiertenI	spitvierten	4.401208877563477
krehren	krehrten	krehrten	krehrtenQhren	krehrtenQhrten	Gkrehrten	krehrtenk	4.059597969055176
vermeiten	vermeiteten	vermeiteten	vermeitetenQm	vermeitteten	vermeitetenv	vermeitetenI	4.971652030944824
plötten	plötteten	plötteten	plöttetenQten	plöttetenät	plöttetenÖt	plöttetenö	3.735015630722046
sompen	sompten	sompten	somptenI	sompteny	somptenL	somptenÖ	3.1436407566070557
stabeln	stabelten	stabelten	stabeltenI	stabeltenß	stabeltenS	stabeltenÖ	3.9584801197052
stähnen	stähnten	stähnten	stähntenS	stähntenI	stähntenÖ	stähntenä	2.8824563026428223
versillern	versillerten	versillerten	versillertenEn	versillterten	versillertenß	versillertenv	5.031548023223877
verwürfern	verwürferten	verwürferten	verwürfertenEn	verwürfertenß	verwürfertenv	verwürfertenI	5.1961350440979
ergenen	ergänten	ergänten	ergenten	ergächten	ergünten	ergäntenI	5.008877277374268
brießen	brössen	brössen	brießten	brossen	brössenén	brèssen	3.433483123779297
vertracken	vertrackten	vertrackten	vertracktenqt	vertracktenß	vertracktenv	vertracktenI	4.489556789398193
verspussen	verspussten	verspussten	verspusstenv	verspusstenK	verspusstenö	verspusstenQ	5.10258674621582
entwahnen	entwahnten	entwahnten	entwafneten	entwahntenK	entwahntenv	entwahntenß	4.076790809631348
bereichten	bereichteten	bereichteten	bereichtetenv	bereichtetenß	bereichtetenQ	bereichtetenH	5.320852756500244
bestäuen	bestäuten	bestäuten	bestäutenéen	bestäutenI	Ibestäuten	bestäutenS	3.868910312652588
pockieren	pockierten	pockierten	pockiertenÖien	pockiertenß	pockiertenI	pockiertenS	4.407940864562988
erminitigen	erminitigten	erminitigten	erminitiogten	erminitideten	erminitigtenß	erminitigtenI	4.904371738433838
examieren	examierten	examierten	examiertenI	examiertenß	examiertenM	examieIrten	4.33123779296875
pfrahnen	pfrahnten	pfrahnten	pfrafneten	pfrnahnten	pfraéhnten	pfrahntenP	4.134244441986084
verkluckern	verkluckerten	verkluckerten	verkluckertenß	verkluckertenv	verkluckertenI	verkluckertenÜ	5.857735633850098
plechern	plecherten	plecherten	plechertenEn	plecMherten	plechertenÖ	plechertenß	4.583139419555664
kankieren	kankierten	kankierten	Gkankierten	Pkankierten	kankiertenk	kankiertenß	4.816957473754883
berandern	beranderten	beranderten	berandertenEn	berandertenQn	berandertenß	berandertenv	5.206836223602295
schläckeln	schläckelten	schläckelten	schläcktelten	schläckeltenß	schläckeltenÖ	schläckeltenI	4.969215393066406
verblahen	verblahten	verblahten	verblahtenv	verblahtenK	verblahtenÖ	verblahtenQn	4.393098831176758
pautschieren	pautschierten	pautschierten	pautschiertenß	pautschiertenv	pautschiertenS	pautschiertenÜ	6.073340892791748
sangen<UNK>aus	sangengausten	sangengausten	sangenäuserten	sangen-austen	sangeneausten	sangenäusten	7.109393119812012
frünsteln	frünstelten	frünstelten	fkrünstelten	frünsteltenß	frünsteltenH	frünstGelten	4.954895973205566
gimmen	gimmten	gimmten	gimmtenI	gimmtenL	gimmtenK	gimmtenG	3.542388916015625
bekreißen	bekreißten	bekreißten	bekrissen	bekreißtenQren	bekreißtenv	bekreißtenK	4.253715515136719
beteistern	beteisterten	beteisterten	beteistertenEn	beteistertenß	beteistearten	beteistertenv	5.14601993560791
