src	prediction	entropy
fortsive	fortsives	4.712075233459473
posper	pospers	3.4944233894348145
deslig	desligs	3.4128034114837646
misserpatize	misserpatizes	6.065045356750488
stimilate	stimilates	5.059344291687012
susher	sushers	3.7490341663360596
exhick	exhicks	3.6539742946624756
defonicate	defonicates	5.950080871582031
coltace	coltaces	3.842149496078491
pickstark	pickstarks	5.000626087188721
sitify	sitifies	3.9510021209716797
depageess	depageesses	5.084536552429199
beanger	beangers	4.132749080657959
cynentionerize	cynentionerizes	7.139827251434326
mispordish	mispordishes	5.7460246086120605
cootrypidize	cootrypidizes	6.513664245605469
unbrunter	unbrunters	4.825339317321777
disindate	disindates	5.3106770515441895
spamponize	spamponizes	5.382019519805908
solenter	solenters	4.4764180183410645
francarl	francarls	4.849210739135742
preclight	preclights	5.311604976654053
belimple	belimples	4.894543647766113
dantet	dantets	3.866947650909424
undroach	undroaches	5.0739874839782715
bechust	bechusts	4.14501953125
recominize	recominizes	5.094786643981934
croose-bisk	croose-bisks	5.930365562438965
conneck	connecks	4.351568698883057
pilarise	pilarises	4.503452777862549
præperate	præperates	4.800363540649414
deconvarcate	deconvarcates	6.677973747253418
unboast	unboasts	3.8326637744903564
prepillish	prepillishes	5.52691650390625
erpord	erpords	3.8243048191070557
coatthre-fack	coatthre-facks	6.65899133682251
underfoast	underfoasts	5.873965263366699
sanclite	sanclites	4.366833209991455
emportescine	emportescines	6.477468013763428
enstied	enstieds	4.055981159210205
mistach	mistaches	4.736388206481934
recrits	recritses	5.170657157897949
depressify	depressifies	5.912662506103516
reablick	reablicks	4.790299892425537
poweranise	poweranises	5.46905517578125
firtrimate	firtrimates	5.366296768188477
calanize	calanizes	4.362702369689941
redistrop	redistrops	4.84315824508667
unbankstate	unbankstates	6.2965288162231445
bouttsticker	bouttstickers	6.076904773712158
monkestize	monkestizes	5.346607685089111
digalyse	digalyses	4.495168685913086
enduscile	endusciles	5.043960094451904
unduter	unduters	4.32711124420166
reterembrow	reterembrows	5.88970947265625
simencolast	simencolasts	6.095829486846924
creaperdensilify	creaperdensilifies	8.434098243713379
undercricte	undercrictes	6.9261064529418945
mecrinate	mecrinates	5.070444107055664
rebusk	rebusks	4.009533882141113
ephhecodize	ephhecodizes	5.853400707244873
defrouter	defrouters	5.147006988525391
unlame	unlames	3.5977344512939453
memonise	memonises	4.642700672149658
expartialise	expartialises	6.712708473205566
fartulate	fartulates	5.154464244842529
cubfurk	cubfurks	4.348549842834473
deperscrise	deperscrises	6.074670314788818
madg	madges	3.7192652225494385
concullectualize	concullectualizes	8.314132690429688
redeporcitulate	redeporcitulates	7.033882141113281
defit	defits	3.422227144241333
sprive	sprives	3.4011447429656982
sonerate	sonerates	4.862696647644043
beprisce	beprisces	4.893472671508789
retreal	retreals	4.431305885314941
pherote	pherotes	3.9637513160705566
mort-critude	mort-critudes	6.66819429397583
centershal	centershals	5.712980270385742
depooe	depooes	3.70047926902771
culclate	culclates	4.75736665725708
enbollopize	enbollopizes	5.691919326782227
secruch	secruches	4.5069098472595215
sponeswead	sponesweads	5.000887393951416
flainer	flainers	3.9246013164520264
scirm	scirms	2.9714982509613037
uddalish	uddalishes	4.661990642547607
mackollize	mackollizes	5.53343391418457
redeaver	redeavers	4.2905964851379395
miscammine	miscammines	5.267261981964111
strint	strints	3.513984441757202
borsete	borsetes	4.177999973297119
precling	preclings	4.879441738128662
mousize	mousizes	4.6044416427612305
unbutthome	unbutthomes	4.996353626251221
shitsle	shitsles	3.942741870880127
upstaldle	upstaldles	5.018332481384277
unshrut	unshruts	4.199301719665527
bransclick	bransclicks	5.404383182525635
decarcricate	decarcricates	6.5137481689453125
enscryile	enscryiles	4.75541353225708
droass	droasses	4.2252678871154785
pordomize	pordomizes	5.109323024749756
merbeaglon	merbeaglons	5.311568260192871
bisheck	bishecks	3.8287370204925537
forefrict	forefricts	4.564004898071289
cantimate	cantimates	5.442800998687744
deslantaill	deslantaills	6.572785377502441
shelenish	shelenishes	5.144148826599121
misemadower	misemadowers	5.951988697052002
crooter	crooters	4.5410685539245605
discommer	discommers	4.606118202209473
freweape	freweapes	4.651278495788574
unreignize	unreignizes	5.6790618896484375
disextene	disextenes	4.525545120239258
discapenshork	discapenshorks	6.517810821533203
deauristize	deauristizes	6.2702765464782715
bairise	bairoses	5.6203718185424805
unterfluate	unterfluates	5.650463581085205
remispinate	remispinates	5.860691547393799
besuld	besulds	3.7080838680267334
disangureate	disangureates	6.515607833862305
reteep	reteeps	3.5758018493652344
sotreanize	sotreanizes	5.19849157333374
extitulate	extitulates	5.207364559173584
replacate	replacates	5.175360679626465
refalide	refalides	4.298281192779541
depracicate	depracicates	6.473310947418213
rubure	rubures	3.733004570007324
permook	permooks	4.80861759185791
profyscrash	profyscrashes	6.201879024505615
preflibe	preflibes	4.23834753036499
bepadge	bepadges	3.7814102172851562
rephalate	rephalates	4.789564609527588
unpunnestate	unpunnestates	6.521198749542236
flat-scripent	flat-scripents	6.586092948913574
enboll	enbolls	3.7392821311950684
reaccutape	reaccutapes	5.32305383682251
chisiminize	chisominizes	6.509645462036133
flantle	flantles	4.157761096954346
callulate	callulates	5.350759506225586
estragate	estragates	5.084224700927734
dissald	dissalds	4.108877658843994
rebestelise	rebestelises	6.291774749755859
reflowe	reflowes	3.8925139904022217
deporsate	deporsates	5.167050361633301
forepork	foreporks	4.370105743408203
bumphy-tartinate	bumphy-tartinates	7.927226543426514
expraphern	exprapherns	5.596266746520996
unchanter	unchanters	5.114907264709473
disfrast	disfrasts	4.375302791595459
ensubitate	ensubitates	5.5525970458984375
mansignize	mansignizes	5.392242431640625
uncolufy	uncolufies	4.608808994293213
sorchour	sorchours	4.638463020324707
disinstersion	disinstersions	6.493622303009033
discorch	discorches	4.921844959259033
meractitate	meractitates	6.4221906661987305
deantierize	deantierizes	6.285789489746094
frower	frowers	3.4972264766693115
præasticate	præasticates	5.460724830627441
subdutify	subdutifies	5.554013729095459
derank	deranks	3.666029214859009
properate	properates	5.043751239776611
decorsel	decorsels	4.413114070892334
sphool	sphools	3.2210958003997803
ribigate	ribigates	4.880858421325684
subtroad	subtroads	3.99465274810791
unclew	unclews	3.7072365283966064
distruse	distruses	4.65812349319458
bereap	bereaps	3.9280338287353516
unstreak	unstreaks	4.37053918838501
precopile	precopiles	5.347759246826172
defimaise	defimaises	5.1749043464660645
befudder	befudders	4.3858418464660645
strame	strames	3.8059403896331787
derigh	derighs	3.959930658340454
contrumitize	contrumitizes	6.183039665222168
converpill	converpills	5.597644805908203
remormuse	remormuses	5.04860782623291
recomension	recomensions	5.991879940032959
umposing	umposings	4.634700298309326
suffare	suffares	4.362088203430176
commosch	commosches	4.807730674743652
uncark	uncarks	3.7226691246032715
reblain	reblains	4.330417633056641
upbont	upbonts	3.540949821472168
revatticize	revatticizes	5.929067611694336
decontel	decontels	4.700020790100098
extransholder	extransholders	6.651082992553711
carepates	carepateses	6.2597856521606445
menalise	menalises	4.379164218902588
unsork	unsorks	3.448521137237549
restaise	restaises	4.393594741821289
suphresh	suphreshes	5.051881313323975
unstrail	unstrails	4.713841438293457
dispoll	dispolls	4.248477458953857
priscorate	priscorates	5.958223819732666
precomparize	precomparizes	6.295567989349365
forepub	forepubs	4.142204761505127
dissorcumenculate	dissorcumenculates	8.890409469604492
recompineate	recompineates	6.298259258270264
pellenage	pellenages	4.821420669555664
beflood	befloods	4.141293048858643
morstrapl	morstrapls	4.935295581817627
beclust	beclusts	4.217886924743652
beleboo	beleboos	3.671532154083252
recomporcalize	recomporcalizes	7.476069927215576
reassor	reassors	4.12904691696167
retunged	retungeds	3.939650535583496
respum	respums	3.8118836879730225
mishiggle	mishiggles	5.475389003753662
claphet	claphets	4.384675979614258
miscrain	miscrains	4.670437812805176
castrive	castrives	4.673468112945557
coaphecrongiate	coaphecrongiates	7.39022970199585
diadinicate	diadinicates	6.059103965759277
unsheer	unsheers	4.225660800933838
unpotiongize	unpotiongizes	5.577939033508301
refitify	refitifies	5.081395149230957
respood	respoods	3.843857526779175
extiscify	extiscifies	5.784461498260498
unlamel-atorise	unlamel-atorises	8.109487533569336
bircubrignester	bircubrignesters	7.701183795928955
mishrost	mishrosts	4.389477729797363
scrinstrag	scrinstrags	5.264756202697754
cicklen	cicklens	4.148355484008789
prisast	prisasts	4.0997796058654785
rebalt	rebalts	3.521728515625
meclank	meclanks	4.081778049468994
unbonglaize	unbonglaizes	5.326463222503662
forpow-drawe	forpow-drawes	6.059316635131836
commotarize	commotarizes	5.965488433837891
catientize	catientizes	5.450699329376221
mispall	mispalls	3.8495137691497803
manglamize	manglamizes	5.495974063873291
retryint	retryints	4.6060051918029785
undudee	undudees	4.190330505371094
experate	experates	4.7561163902282715
bolater	bolaters	4.015840530395508
sclibindor	sclibindors	5.194056510925293
rotize	rotizes	3.96701979637146
recrass-tour	recrass-tours	6.469940185546875
subexhert	subexherts	4.860995292663574
underfuss	underfusses	5.4652838706970215
uphonify	uphonifies	4.517517566680908
descarm	descarms	4.510340213775635
pysimage	pysimages	4.19953727722168
underbiss	underbisses	5.124789237976074
donded	dondeds	3.6217031478881836
debribate	debribates	4.698947429656982
raddour	raddours	4.296192646026611
beloar	beloars	3.487031936645508
forhol	forhols	3.435138702392578
misarmender	misarmenders	6.185181140899658
fortign	fortigns	4.175228118896484
reted	reteds	3.201493263244629
befarben	befarbens	3.8263845443725586
defaricatise	defaricatises	6.3150482177734375
prepold	prepolds	4.119857311248779
commolify	commolifies	5.153381824493408
mistrip	mistrips	4.1667280197143555
recome	recomes	3.897585391998291
dealypanch	dealypanches	6.180386066436768
redify	redifies	3.8063361644744873
dockorise	dockorises	4.702995300292969
refrecate	refrecates	5.020538330078125
befrisp	befrisps	4.42788028717041
congom	congoms	3.2077577114105225
belatify	belatifies	5.343638896942139
resolilize	resolilizes	5.690558910369873
forebolle	forebolles	4.690030574798584
unshither	unshithers	5.021025657653809
protoppilialize	protoppilializes	7.751794338226318
beteeder	beteeders	4.6073174476623535
perrice	perrices	4.0904622077941895
represensolize	represensolizes	7.50427770614624
commilt	commilts	4.125722885131836
phasturise	phasturises	5.539729595184326
pottle-crump	pottle-crumps	6.548855304718018
underdract	underdracts	6.1640801429748535
deprecraster	deprecrasters	6.249344348907471
unbitt	unbitts	3.8377809524536133
disarrease	disarreases	5.599717140197754
umputten	umputtens	4.578999042510986
malitate	malitates	4.602171897888184
discuminate	discuminates	6.144587993621826
sendricalize	sendricalizes	6.261922359466553
pholy	pholys	3.1505961418151855
brumbit	brumbits	3.951066255569458
ensheak	ensheaks	3.7199149131774902
restirken	restirkens	5.063013076782227
bepede	bepedes	3.8029215335845947
deretont	deretonts	4.6986494064331055
mone-tult	mone-tults	5.134982109069824
sconter	sconters	4.123132705688477
bowdag	bowdags	3.4195830821990967
unbeale	unbeales	3.9780113697052
pitrister	pitristers	4.950206279754639
reverdar	reverdars	4.621130466461182
enderize	enderizes	4.564853191375732
exproper	expropers	4.686201572418213
catrestize	catrestizes	5.501845836639404
ritionize	ritionizes	4.808143615722656
unbearl	unbearls	4.401473045349121
melogate	melogates	4.539523601531982
untroune	untrounes	5.0008673667907715
flowify	flowifies	4.206623077392578
secterneate	secterneates	6.024840354919434
shurdlal	shurdlals	4.619983196258545
dereap	dereaps	3.825028896331787
shacklify	shacklifies	5.327906608581543
chopprester	choppresters	5.791650772094727
pisthard	pisthards	4.319451332092285
exhimine	exhimines	4.529943943023682
prachoculate	prachoculates	6.146882057189941
backstoul	backstouls	5.007970809936523
beprowens	beprowenses	5.653741359710693
extelify	extelifies	4.950173854827881
preprespouct	preprespoucts	6.720442771911621
fereecurtinate	fereecurtinates	7.299611568450928
rechanthise	rechanthises	6.177637577056885
compresate	compresates	5.567370891571045
duminate	duminates	4.289130210876465
shalinate	shalinates	5.245185852050781
mouthen	mouthens	3.9687113761901855
songitionate	songitionates	6.537734508514404
floush	floushes	4.1963982582092285
mestreath	mestreaths	4.802495956420898
merify	merifies	3.8415088653564453
conploin	conploins	4.8294806480407715
underparch	underparches	6.093346118927002
cannicalise	cannicalises	6.0680155754089355
phooge	phooges	3.5748069286346436
missumbecud	missumbecuds	5.982866287231445
reprosetize	reprosetizes	6.172263145446777
enderseeve	enderseeves	5.665940761566162
preplist	preplists	4.259121417999268
disholl	disholls	3.723590612411499
sucastest	sucastests	5.081310272216797
bittlif	bittlifs	3.737285614013672
destrumol	destrumols	4.671828746795654
macess	macesses	4.098896503448486
bedom	bedoms	3.56429123878479
underslink	underslinks	5.6900224685668945
shurne	shurnes	3.992544651031494
rooflie	rooflies	4.054442882537842
dissicalize	dissicalizes	6.0417609214782715
concant	concants	4.059075355529785
misphalane	misphalanes	5.935487747192383
berock	berocks	3.684128761291504
manthronomize	manthronomizes	6.386730670928955
refraged	refrageds	4.7505316734313965
damitarise	damitarises	5.5595502853393555
unblanding	unblandings	5.41609001159668
potiate	potiates	4.026005744934082
exacclate	exacclates	4.998396873474121
scordenise	scordenises	6.189350605010986
silleched	sillecheds	5.446700572967529
bleap	bleaps	2.839627504348755
respelder	respelders	4.7597551345825195
disinterfure	disinterfures	6.192561149597168
cimpar	cimpars	3.4380605220794678
underpathilycate	underpathilycates	8.08692741394043
sammick	sammicks	4.068328380584717
reforeshinise	reforeshinises	6.8031206130981445
froof	froofs	3.3347830772399902
clongionize	clongionizes	5.643561840057373
revenarize	revenarizes	6.175316333770752
unsonstatisionate	unsonstatisionates	8.154807090759277
deploge	deploges	4.185857772827148
meclaminise	meclaminises	6.263986110687256
reclook	reclooks	4.119715690612793
chauble	chaubles	4.763002395629883
umbraise	umbraises	4.915661334991455
misholy	misholies	4.341020584106445
misprearise	misprearises	5.831427097320557
exidise	exidises	4.549803733825684
unrepre-chast	unrepre-chasts	6.5358781814575195
disram	disrams	3.791656017303467
meclurbulate	meclurbulates	6.136264801025391
subtranalise	subtranalises	6.431163311004639
deasussalize	deasussalizes	5.95635461807251
rediculate	rediculates	5.933430194854736
uncompressy	uncompressies	6.346190929412842
surfark	surfarks	3.924834728240967
forebrack	forebracks	4.907575607299805
purtend	purtends	3.513094663619995
rapparkle	rapparkles	5.104211330413818
forecaps	forecapses	5.044569969177246
rescord	rescords	4.2814154624938965
proponish	proponishes	5.397667407989502
bephunginate	bephunginates	6.228643894195557
permatorize	permatorizes	5.832735538482666
