تَنْظِيم	تَنْظِيم	N;NHUM;INDF;MASC;SG
إِقامَة	إِقامَة	N;NHUM;INDF;FEM;SG
تَوْقِيع	تَوْقِيع	N;NHUM;INDF;MASC;SG
مِيثاق	مِيثاق	N;NHUM;INDF;MASC;SG
شُيُوعِيّ	شُيُوعِيّ	N;HUM;INDF;MASC;SG
جِنِرال	جِنِرال	N;HUM;INDF;MASC;SG
حُكْم	حُكْم	N;NHUM;INDF;MASC;SG
مَعْرَكَة	مَعْرَكَة	N;NHUM;INDF;FEM;SG
أُسْبُوع	أُسْبُوع	N;NHUM;INDF;MASC;SG
ضِدّ	ضِدّ	N;NHUM;INDF;MASC;SG
مَقْتَل	مَقْتَل	N;NHUM;INDF;MASC;SG
حَوالَي	حَوالَي	N;INDF;FEM;PL
حَوالَي	حَوالَي	N;INDF;FEM;SG
حَوالَي	حَوالَي	N;INDF;MASC;PL
حَوالَي	حَوالَي	N;INDF;MASC;SG
مَدَنِيّ	مَدَنِيّ	N;HUM;INDF;MASC;SG
قَطْع	قَطْع	N;NHUM;INDF;MASC;SG
رَفْض	رَفْض	N;NHUM;INDF;MASC;SG
مُتَرْجِم	مُتَرْجِم	N;HUM;INDF;MASC;SG
سِفارَة	سِفارَة	N;NHUM;INDF;FEM;SG
مُثُول	مُثُول	N;NHUM;INDF;MASC;SG
أَمام	أَمام	N;NHUM;INDF;MASC;SG
قَضاء	قَضاء	N;NHUM;INDF;MASC;SG
إِطار	إِطار	N;NHUM;INDF;MASC;SG
تَحْقِيق	تَحْقِيق	N;NHUM;INDF;MASC;SG
مَرَّة	مَرَّة	N;NHUM;INDF;FEM;SG
زِيارَة	زِيارَة	N;NHUM;INDF;FEM;SG
ذات	ذات	N;NHUM;INDF;MASC;SG
بارِجَة	بارِجَة	N;NHUM;INDF;FEM;SG
مَرْفَأ	مَرْفَأ	N;NHUM;INDF;MASC;SG
سَعُودِيّ	سَعُودِيّ	N;HUM;INDF;MASC;SG
حادِث	حادِث	N;NHUM;INDF;MASC;SG
يَمَنِيّ	يَمَنِيّ	N;HUM;INDF;MASC;SG
نَفْس	نَفْس	N;NHUM;INDF;MASC;SG
بَلَد	بَلَد	N;NHUM;INDF;MASC;SG
مَنْع	مَنْع	N;NHUM;INDF;MASC;SG
تَكْرار	تَكْرار	N;NHUM;INDF;MASC;SG
مِثْل	مِثْل	N;NHUM;INDF;MASC;SG
قِمَّة	قِمَّة	N;NHUM;INDF;FEM;SG
بَدْء	بَدْء	N;NHUM;INDF;MASC;SG
إِسْرائِيلِيّ	إِسْرائِيلِيّ	N;HUM;INDF;MASC;SG
فِلَسْطِينِيّ	فِلَسْطِينِيّ	N;HUM;INDF;MASC;SG
مُفاوَضَة	مُفاوَضَة	N;NHUM;INDF;FEM;SG
ظِلّ	ظِلّ	N;NHUM;INDF;MASC;SG
وِساطَة	وِساطَة	N;NHUM;INDF;FEM;SG
مُباحَثَة	مُباحَثَة	N;NHUM;INDF;FEM;SG
طابِع	طابِع	N;NHUM;INDF;MASC;SG
سَبَب	سَبَب	N;NHUM;INDF;MASC;SG
عُطْلَة	عُطْلَة	N;NHUM;INDF;FEM;SG
لَدَى	لَدَى	N;NHUM;INDF;MASC;SG
يَهُودِيّ	يَهُودِيّ	N;HUM;INDF;MASC;SG
بَعْض	بَعْض	N;INDF;FEM;PL
بَعْض	بَعْض	N;INDF;FEM;SG
بَعْض	بَعْض	N;INDF;MASC;PL
بَعْض	بَعْض	N;INDF;MASC;SG
خَبِير	خَبِير	N;HUM;INDF;MASC;SG
إِعْلان	إِعْلان	N;NHUM;INDF;MASC;SG
قِيام	قِيام	N;NHUM;INDF;MASC;SG
مَرْحَلَة	مَرْحَلَة	N;NHUM;INDF;FEM;SG
عاصِمَة	عاصِمَة	N;NHUM;INDF;FEM;SG
مُسْتَوْطِن	مُسْتَوْطِن	N;HUM;INDF;MASC;SG
مُسْتَشْفَى	مُسْتَشْفَى	N;NHUM;INDF;MASC;SG
صَحافِيّ	صَحافِيّ	N;HUM;INDF;MASC;SG
نَحْو	نَحْو	N;NHUM;INDF;MASC;SG
فَتَى	فَتَى	N;HUM;INDF;MASC;SG
دَوْرَة	دَوْرَة	N;NHUM;INDF;FEM;SG
تَدْرِيب	تَدْرِيب	N;NHUM;INDF;MASC;SG
مُعَسْكَر	مُعَسْكَر	N;NHUM;INDF;MASC;SG
قِطاع	قِطاع	N;NHUM;INDF;MASC;SG
تَدَرُّب	تَدَرُّب	N;NHUM;INDF;MASC;SG
أَساس	أَساس	N;NHUM;INDF;MASC;SG
ضابِط	ضابِط	N;HUM;INDF;MASC;SG
مَسْؤُول	مَسْؤُول	N;HUM;INDF;MASC;SG
مُسْتَوَى	مُسْتَوَى	N;NHUM;INDF;MASC;SG
قُدْرَة	قُدْرَة	N;NHUM;INDF;FEM;SG
غَرَض	غَرَض	N;NHUM;INDF;MASC;SG
وُسْع	وُسْع	N;NHUM;INDF;MASC;SG
وَضْع	وَضْع	N;NHUM;INDF;MASC;SG
رَأْس	رَأْس	N;NHUM;INDF;MASC;SG
غُضُون	غُضُون	N;NHUM;INDF;MASC;SG
رَدّ	رَدّ	N;NHUM;INDF;MASC;SG
أَرْض	أَرْض	N;NHUM;INDF;MASC;SG
مَدَى	مَدَى	N;NHUM;INDF;MASC;SG
شاهِد	شاهِد	N;HUM;INDF;MASC;SG
عِيان	عِيان	N;HUM;INDF;MASC;SG
قَوِيّ	قَوِيّ	N;NHUM;INDF;MASC;SG
مَساء	مَساء	N;NHUM;INDF;MASC;SG
سَيّارَة	سَيّارَة	N;NHUM;INDF;FEM;SG
إِسْعاف	إِسْعاف	N;NHUM;INDF;MASC;SG
حُكُومَة	حُكُومَة	N;NHUM;INDF;FEM;SG
مَع	مَع	N;NHUM;INDF;MASC;SG
تَعْدِيل	تَعْدِيل	N;NHUM;INDF;MASC;SG
حَلِيف	حَلِيف	N;HUM;INDF;MASC;SG
أَيّ	أَيّ	N;INDF;MASC;SG
مُعارَضَة	مُعارَضَة	N;NHUM;INDF;FEM;SG
وَحْدَة	وَحْدَة	N;NHUM;INDF;FEM;SG
أَفْرِيقِيّ	أَفْرِيقِيّ	N;HUM;INDF;MASC;SG
مَسْعَى	مَسْعَى	N;NHUM;INDF;MASC;SG
أَمْر	أَمْر	N;NHUM;INDF;MASC;SG
ضَرُورَة	ضَرُورَة	N;NHUM;INDF;FEM;SG
بَرْلَمان	بَرْلَمان	N;NHUM;INDF;MASC;SG
شُورَى	شُورَى	N;NHUM;INDF;FEM;SG
قانُون	قانُون	N;NHUM;INDF;MASC;SG
مَحْكَمَة	مَحْكَمَة	N;NHUM;INDF;FEM;SG
حُكْم	حُكْم	N;NHUM;INDF;MASC;SG
دُسْتُور	دُسْتُور	N;NHUM;INDF;MASC;SG
تَيّار	تَيّار	N;NHUM;INDF;MASC;SG
إِصْدار	إِصْدار	N;NHUM;INDF;MASC;SG
تَبْرِئَة	تَبْرِئَة	N;NHUM;INDF;FEM;SG
مَدِينَة	مَدِينَة	N;NHUM;INDF;FEM;SG
مُحارِب	مُحارِب	N;HUM;INDF;MASC;SG
مَزْرَع	مَزْرَع	N;NHUM;INDF;MASC;SG
مِلْكِيَّة	مِلْكِيَّة	N;NHUM;INDF;FEM;SG
مُزارِع	مُزارِع	N;HUM;INDF;MASC;SG
بِيض	بِيض	N;HUM;INDF;MASC;SG
سِياسَة	سِياسَة	N;NHUM;INDF;FEM;SG
عِماد	عِماد	N;HUM;INDF;MASC;SG
وَصِيَّة	وَصِيَّة	N;NHUM;INDF;FEM;SG
تَوَلِّي	تَوَلِّي	N;NHUM;INDF;MASC;SG
مُجْتَمَع	مُجْتَمَع	N;NHUM;INDF;MASC;SG
حَلْقَة	حَلْقَة	N;NHUM;INDF;FEM;SG
بَحْث	بَحْث	N;NHUM;INDF;MASC;SG
مُهاجِر	مُهاجِر	N;HUM;INDF;MASC;SG
خُصُوص	خُصُوص	N;NHUM;INDF;MASC;SG
مُتَمَوِّل	مُتَمَوِّل	N;HUM;INDF;MASC;SG
تَطَوُّر	تَطَوُّر	N;NHUM;INDF;MASC;SG
مَرْكَز	مَرْكَز	N;NHUM;INDF;MASC;SG
رَجُل	رَجُل	N;HUM;INDF;MASC;SG
أَمْس	أَمْس	N;NHUM;INDF;MASC;SG
حَرِيق	حَرِيق	N;NHUM;INDF;MASC;SG
نار	نار	N;NHUM;INDF;MASC;SG
لَيْل	لَيْل	N;NHUM;INDF;MASC;SG
مَنْزِل	مَنْزِل	N;NHUM;INDF;MASC;SG
بَلْدَة	بَلْدَة	N;NHUM;INDF;FEM;SG
شَمال	شَمال	N;NHUM;INDF;MASC;SG
جَسَد	جَسَد	N;NHUM;INDF;MASC;SG
مَوْت	مَوْت	N;NHUM;INDF;MASC;SG
حَرْق	حَرْق	N;NHUM;INDF;MASC;SG
وَسَط	وَسَط	N;NHUM;INDF;MASC;SG
حالَة	حالَة	N;NHUM;INDF;FEM;SG
طَبِيعَة	طَبِيعَة	N;NHUM;INDF;FEM;SG
إِطْفاء	إِطْفاء	N;NHUM;INDF;MASC;SG
مُتَطَوِّع	مُتَطَوِّع	N;HUM;INDF;MASC;SG
مُكافَحَة	مُكافَحَة	N;NHUM;INDF;FEM;SG
عَزْم	عَزْم	N;NHUM;INDF;MASC;SG
تَكْثِيف	تَكْثِيف	N;NHUM;INDF;MASC;SG
وَتِيرَة	وَتِيرَة	N;NHUM;INDF;FEM;SG
مُحاوَلَة	مُحاوَلَة	N;NHUM;INDF;FEM;SG
تَوَصُّل	تَوَصُّل	N;NHUM;INDF;MASC;SG
حَوْل	حَوْل	N;NHUM;INDF;MASC;SG
مِلَفَّة	مِلَفَّة	N;NHUM;INDF;FEM;SG
حَلّ	حَلّ	N;NHUM;INDF;MASC;SG
نِزاع	نِزاع	N;NHUM;INDF;MASC;SG
مُغادَرَة	مُغادَرَة	N;NHUM;INDF;FEM;SG
أَرْبِعاء	أَرْبِعاء	N;NHUM;INDF;MASC;SG
بَيْت	بَيْت	N;NHUM;INDF;MASC;SG
مُحادَثَة	مُحادَثَة	N;NHUM;INDF;FEM;SG
مَسْأَلَة	مَسْأَلَة	N;NHUM;INDF;FEM;SG
صُلْب	صُلْب	N;NHUM;INDF;MASC;SG
صَباح	صَباح	N;NHUM;INDF;MASC;SG
مُشارَكَة	مُشارَكَة	N;NHUM;INDF;FEM;SG
جَزِيرَة	جَزِيرَة	N;NHUM;INDF;FEM;SG
هامِش	هامِش	N;NHUM;INDF;MASC;SG
طابِع	طابِع	N;NHUM;INDF;MASC;SG
دِراسَة	دِراسَة	N;NHUM;INDF;FEM;SG
مَعْهَد	مَعْهَد	N;NHUM;INDF;MASC;SG
عَدالَة	عَدالَة	N;NHUM;INDF;FEM;SG
رُبُع	رُبُع	N;INDF;FEM;PL
رُبُع	رُبُع	N;INDF;FEM;SG
رُبُع	رُبُع	N;INDF;MASC;PL
رُبُع	رُبُع	N;INDF;MASC;SG
نِساء	نِساء	N;HUM;INDF;FEM;PL
تَقْرِيب	تَقْرِيب	N;NHUM;INDF;MASC;SG
حَياة	حَياة	N;NHUM;INDF;FEM;SG
مَرَّة	مَرَّة	N;NHUM;INDF;FEM;SG
زَوْج	زَوْج	N;NHUM;INDF;MASC;SG
شَرِيك	شَرِيك	N;HUM;INDF;MASC;SG
قُرابَة	قُرابَة	N;INDF;FEM;PL
قُرابَة	قُرابَة	N;INDF;FEM;SG
قُرابَة	قُرابَة	N;INDF;MASC;PL
قُرابَة	قُرابَة	N;INDF;MASC;SG
مُجْمَل	مُجْمَل	N;NHUM;INDF;MASC;SG
نَوْع	نَوْع	N;NHUM;INDF;MASC;SG
جِهَة	جِهَة	N;NHUM;INDF;FEM;SG
ضَحِيَّة	ضَحِيَّة	N;HUM;INDF;FEM;SG
عِدَّة	عِدَّة	N;NHUM;INDF;FEM;SG
حَمِيم	حَمِيم	N;HUM;INDF;MASC;SG
تَعَرُّض	تَعَرُّض	N;NHUM;INDF;MASC;SG
مُقابِل	مُقابِل	N;NHUM;INDF;MASC;SG
عُثُور	عُثُور	N;NHUM;INDF;MASC;SG
جُثَّة	جُثَّة	N;NHUM;INDF;FEM;SG
مُخَيَّم	مُخَيَّم	N;NHUM;INDF;MASC;SG
إِعْصار	إِعْصار	N;NHUM;INDF;MASC;SG
غَرْب	غَرْب	N;NHUM;INDF;MASC;SG
سُلْطَة	سُلْطَة	N;NHUM;INDF;FEM;SG
مَكان	مَكان	N;NHUM;INDF;MASC;SG
كارِثَة	كارِثَة	N;NHUM;INDF;FEM;SG
مُنْتَصَف	مُنْتَصَف	N;NHUM;INDF;MASC;SG
نَهار	نَهار	N;NHUM;INDF;MASC;SG
تَمْشِيط	تَمْشِيط	N;NHUM;INDF;MASC;SG
نَقْض	نَقْض	N;NHUM;INDF;MASC;SG
إِنْقاذ	إِنْقاذ	N;NHUM;INDF;MASC;SG
بُحَيْرَة	بُحَيْرَة	N;NHUM;INDF;FEM;SG
قُرْب	قُرْب	N;NHUM;INDF;MASC;SG
زَوْرَق	زَوْرَق	N;NHUM;INDF;MASC;SG
عاصِفَة	عاصِفَة	N;NHUM;INDF;FEM;SG
جَرِيح	جَرِيح	N;NHUM;INDF;MASC;SG
جُمْرُك	جُمْرُك	N;NHUM;INDF;MASC;SG
كِيلُوجرام	كِيلُوجرام	N;NHUM;INDF;MASC;SG
هِيرُوِين	هِيرُوِين	N;NHUM;INDF;MASC;SG
مُخَدِّر	مُخَدِّر	N;NHUM;INDF;MASC;SG
قِيمَة	قِيمَة	N;NHUM;INDF;FEM;SG
باص	باص	N;NHUM;INDF;MASC;SG
عُلْبَة	عُلْبَة	N;NHUM;INDF;FEM;SG
مَخْبَأ	مَخْبَأ	N;NHUM;INDF;MASC;SG
سَقْف	سَقْف	N;NHUM;INDF;MASC;SG
سائِق	سائِق	N;HUM;INDF;MASC;SG
مُواطِن	مُواطِن	N;HUM;INDF;MASC;SG
مَقْدُونِيّ	مَقْدُونِيّ	N;HUM;INDF;MASC;SG
فَتْح	فَتْح	N;NHUM;INDF;MASC;SG
مَطْلَع	مَطْلَع	N;NHUM;INDF;MASC;SG
مَنْح	مَنْح	N;NHUM;INDF;MASC;SG
تَأْشِير	تَأْشِير	N;NHUM;INDF;MASC;SG
مُمَثِّل	مُمَثِّل	N;HUM;INDF;MASC;SG
كُلّ	كُلّ	N;INDF;FEM;PL
كُلّ	كُلّ	N;INDF;FEM;SG
كُلّ	كُلّ	N;INDF;MASC;PL
كُلّ	كُلّ	N;INDF;MASC;SG
داخِل	داخِل	N;NHUM;INDF;MASC;SG
حافِلَة	حافِلَة	N;NHUM;INDF;FEM;SG
نَقْل	نَقْل	N;NHUM;INDF;MASC;SG
بِضاعَة	بِضاعَة	N;NHUM;INDF;FEM;SG
ماضِي	ماضِي	N;NHUM;INDF;MASC;SG
شاحِنَة	شاحِنَة	N;NHUM;INDF;FEM;SG
سَفِينَة	سَفِينَة	N;NHUM;INDF;FEM;SG
قَوْل	قَوْل	N;NHUM;INDF;MASC;SG
تَحَفُّظ	تَحَفُّظ	N;NHUM;INDF;MASC;SG
سَماح	سَماح	N;NHUM;INDF;MASC;SG
دُخُول	دُخُول	N;NHUM;INDF;MASC;SG
مَأْساة	مَأْساة	N;NHUM;INDF;FEM;SG
صِينِيّ	صِينِيّ	N;NHUM;INDF;MASC;SG
تَحَدُّث	تَحَدُّث	N;NHUM;INDF;MASC;SG
قَيْد	قَيْد	N;NHUM;INDF;MASC;SG
مُقَرَّر	مُقَرَّر	N;NHUM;INDF;MASC;SG
مُعامَلَة	مُعامَلَة	N;NHUM;INDF;FEM;SG
كلاسِيكِيّ	كلاسِيكِيّ	N;NHUM;INDF;MASC;SG
مُحَقِّق	مُحَقِّق	N;HUM;INDF;MASC;SG
تَحْدِيد	تَحْدِيد	N;NHUM;INDF;MASC;SG
هُوِيَّة	هُوِيَّة	N;NHUM;INDF;FEM;SG
مُعْظَم	مُعْظَم	N;INDF;FEM;PL
مُعْظَم	مُعْظَم	N;INDF;FEM;SG
مُعْظَم	مُعْظَم	N;INDF;MASC;PL
مُعْظَم	مُعْظَم	N;INDF;MASC;SG
تَحَقُّق	تَحَقُّق	N;NHUM;INDF;MASC;SG
مَسْقَط	مَسْقَط	N;NHUM;INDF;MASC;SG
مُحافَظَة	مُحافَظَة	N;NHUM;INDF;FEM;SG
عَيِّنَة	عَيِّنَة	N;NHUM;INDF;FEM;SG
حَمْض	حَمْض	N;NHUM;INDF;MASC;SG
ثُلاثاء	ثُلاثاء	N;NHUM;INDF;MASC;SG
ساعَة	ساعَة	N;NHUM;INDF;FEM;SG
نَظِير	نَظِير	N;HUM;INDF;MASC;SG
مُدَّة	مُدَّة	N;NHUM;INDF;FEM;SG
تَأْيِيد	تَأْيِيد	N;NHUM;INDF;MASC;SG
حِذْر	حِذْر	N;NHUM;INDF;MASC;SG
جانِب	جانِب	N;NHUM;INDF;MASC;SG
فَشَل	فَشَل	N;NHUM;INDF;MASC;SG
دُون	دُون	N;NHUM;INDF;MASC;SG
دَعْم	دَعْم	N;NHUM;INDF;MASC;SG
تَسَرُّع	تَسَرُّع	N;NHUM;INDF;MASC;SG
